Overall	Text
1	gonna pick up one of these bad boys one day hummer h1 globalwarming exotics supercars instacars carpo
0	antarctica ice is being carved up from below globalwarming
1	gonna pick up one of these bad boys one day hummer h1 globalwarming exotics
1	gonna pick up one of these bad boys one day hummer h1 globalwarming exotics
-1	february breaks global temperature records by shocking amount climatechange globalwarming
1	gonna pick up one of these bad boys one day hummer h1 globalwarming exotics
-1	methane emissions on public lands impact climate change and waste energy globalwarming environment
-1	globalwarming is as serious as attack but like attack where do not have bottles bayer just layin around
-1	climate deniers blame globalwarming on nature this nasa data begs to differ
1	armastis gonna pick up one of these bad boys one day hummer h1 globalwarming exotics
-1	hate to be naysayer but february breaks global temperature records by shocking amount globalwarming
0	yeah it called globalwarming climatechange or whatever you want to call it
-1	npc is this the globalwarming that shorten will spend billions on for fuck sake vote
0	and there it is globalwarming weather risingwater
1	welcome to australian politics auspol globalwarming risingwater headinthesand
0	here we go yeg green sustainable yeswecan urban globalwarming
0	rising sea levels will be huge issue in the future sealevelrise globalwarming wochit
-1	need to start bringing my giant fan to work the heat is unbelievable globalwarming
0	oceanic influences on recent continental warming climate climatechange globalwarming
1	inspired hope from einstein eleanorroosevelt rumi and courseinmiracles globalwarming what facebook
0	almost everybody just not the ones who can do anything about it globalwarming climatechange
-1	trader joe stop creating so much waste sign the petition climate solar globalwarming drought
-1	not incredible frightening climatechange globalwarming
0	scientists record 2016 temperatures add urgency to climate deal globalwarming this is the planetary cycle people
-1	it official we can now say global warming has made some weather events worse washington post globalwarming
0	since it was 75 on 14 does that mean it will be 115 on 14 globalwarming
-1	where climate change consequences disrupt lives climatedisruption globalwarming nc divest
-1	republican will not believe in climatechange globalwarming even when their house is flooding being blown away or buried in snow gop
-1	february breaks global temperature records by shocking amount globalwarming greenhouse drought environment
-1	alberta canada of toxic vice dirtyoil oilsands tarsands alberta ronaambros globalwarming
0	no patterns here just ask dutton he scientifist auspol climatechange globalwarming earthisflat
0	zero carbon emissions target to be enshrined in uk law climatechange globalwarming emissions
0	for all those who think global warming does not exist globalwarming rechauffementclimatique naturelovers nature
-1	this man is an embarrassing expert on deception definitely not climatechange globalwarming
1	trees to the rescue help save our forests plant tree conservation sustainability globalwarming
1	the marketing team of tinyhouse movement shud work on globalwarming if can rebrand trailer parks as hip cool humanity needs you are skills
0	globalwarming heretics by henry payne junkscience democratliesmatter dontgetfooledagain
0	record shattering feb warmth bakes alaska arctic 18 above norm globalwarming
-1	nasa data february breaks global temperature records by shocking amount globalwarming
0	just like what said it happening and it fast do not take it for granted globalwarming climatechange
-1	auspol lefties are ashamed that only has managed to clean up the planet globalwarming
-1	scare tactic february breaks global temperature records by shocking amount globalwarming is farce
0	the planet had its biggest temperature spike in modern history in february globalwarming
-1	february 2016 was the most abnormally warm month ever recorded topping january 2016 globalwarming climatechange
-1	popularscience so2 pollution hid globalwarming from us for years climatechange
0	wuwt claim sea level rise could displace millions of us citizens cop21 climatechange climate globalwarming
0	climate change impact on food will go beyond production via globalwarming divest
0	green grass report from central nebraska mowing started in february this is globalwarming changing the heartland
1	calling for beauty in regina not so much in edmonton who says globalwarming is not real
-1	auspol globalwarming lies continue scientists need more of your research
-1	chief scientist of australia we re not winning the battle climatechange science auspol carbon globalwarming renewableenergy
-1	auspol climatechange globalwarming alarmists have just reset the catastrophe clock again this is so ridiculous
-1	record breaking heat shows world is losing battle against climatechange globalwarming
-1	globalwarming guest post by bill dipuccio science teacher let face it high school science videos can be boring
-1	are alt3 and globalwarming fiction conspiracy scifi
0	health tips pineapple remedy for scorpio globalwarming
1	inspired hope from einstein eleanorroosevelt rumi and courseinmiracles globalwarming robots are dyi
-1	auspol globalwarming climatechange scientists reset the catastrophe clock again they need more research
1	dog walk after dinner thanks to daylightsavingtime and globalwarming 60degrees
0	new shorts policy decide what to wear on your own but you live with it globalwarming nocursing
0	update it is almost 7pm and the sun is still doing its thang globalwarming
0	judith curry attribution of extreme weather events cop21 globalwarming climatechange climate
0	shout out to that lightening first ve ever heard it in march globalwarming
-1	big problem greenland ice sheet is filthy bamboo climatechange mommy globalwarming
0	running my air conditioner in march naw nothing to this global warming climatechange globalwarming weather
0	ibd arctic predicted 2b ice free by 2013 oops al gore globalwarming climatechage
-1	globalwarming disaster climatechange sea level disaster or it can be prevented
0	climatechange usa flashback watch cia chief obama did not bomb isis oil wells becaus globalwarming news
-1	last month high temperatures broke 100 yrs of records globalwarming shocker climateemergency calltoaction
-1	february breaks global temperature by shocking amount globalwarming climatechange
1	warren meyer love windows and am exhausted with microsoft efforts to make me switch cop21 globalwarming
1	aerosol emissions may greatly influence earth climate their atmospheric disappearance may hasten globalwarming
0	an american town that about to be completely lost to climate change climatechange globalwarming
1	climatechange february hottest month ever as exceptional figures show globalwarming surge
0	carbondioxide concentation has jumped globalwarming climatechange
0	relatable globalwarming
0	what summer going to be the center of the sun climatechange globalwarming weatherchannel weather itshoto
0	population health and environment phe bamboo climatechange mommy globalwarming
0	barlovento caracas farrakhan on globalwarming god masterfardmuhammad is at work you can
1	globalwarming got me riding like hurricane by no problem on soundcloud
-1	support polluters of chesapeake bay and used florida tax dollars doing it she supports views on globalwarming
0	scientists record 2016 temperatures add urgency to climate deal globalwarming
0	no such thing as globalwarming climatechange right
1	inspired hope from einstein eleanorroosevelt rumi and courseinmiracles globalwarming this is the mi
0	what causes global warming 50 of global emissions comes from agriculture globalwarming
0	ancient ice could help explain why earth climate is warming globalwarming
0	rising sea levels may disrupt lives of millions study says climatechange sealevelrise globalwarming
-1	millions of americans at risk from rising seas globalwarming
-1	the planet just obliterated another heat record as the danger limit for global climatechange globalwarming
0	arctic news february temperature climatechange globalwarming arcticseaiceextent methane nasa ipcc cop20
1	science says sealevelrise cud displace more americans than the great migration globalwarming climatechange
-1	march 14 2016 got up to degrees celsius here in nain not much of winter few cold days here and there globalwarming
0	globalwarming is real af why winter gotta end
0	some hoax not globalwarming overdrive another huge temp jump in feb 2016 breaks records
0	so summer basically starts in march now globalwarming
1	interesting major difference this time is that this globalwarming not following an iceage
0	some hoax not globalwarming overdrive another huge temp jump in feb 2016 breaks records
-1	nasa released more proof of globalwarming today but no ones talking about it instead were worried about nationalnappingday
1	welcome to gop america climatechange globalwarming
0	see you globalwarming see you texasweather nochill
-1	what globalwarming alec imaginary nazi god does not believe in such things or was that just alec nra nazis in ohio
-1	we are being attacked and the attack is coming from climate change bernie sanders climatechange globalwarming
0	mark blazis antarctica provides many lessons on global warming worcester telegram globalwarming
-1	global warming causes rising concern in fn icelandreview globalwarming
0	182 total number of climate change deniers in congress via globalwarming actonclimate
0	little behind but if you have not watched cowspiracy you need to my 17 years of being vegetarian make even more sense globalwarming
0	sittenfeld or ted strickland climate or coal via ohsen ohio globalwarming
-1	globalwarming tcot mark blazis antarctica provides many lessons on global warming an ex uniteblue cc sad
-1	globalwarming tcot real life hacks to cut your carbon footprint plus personal emissio uniteblue cc sad
-1	globalwarming do not have much patience for people who deny climate change barack obama us
-1	in the movies world reacts as one to deal with earth destroying asteroid in real life the asteroid is globalwarming and the world dithers
0	february blows away global heat record this happens every month now globalwarming climatechange
-1	tallbloke britain spurious leaders intend to commit uk to dark and cold future cop21 globalwarming climate
-1	february breaks global temperature records by shocking amount globalwarming
-1	february breaks global temperature records by shocking amount globalwarming
1	funny thing about they spout bs for living climatechange globalwarming but ignore truth for profit
1	inspired hope from einstein eleanorroosevelt rumi and courseinmiracles globalwarming the case for
-1	200 year droughts long before bought my suv globalwarming is scam
0	my point is actually climatechange globalwarming is lie and is nothing more than scam to raise money for libtards
0	the planet had its biggest temperature spike in modern history in february globalwarming
1	globalwarming americans for prosperity sent camera crew to the people climate march in new york city where th
0	tipping point achieved well done humans globalwarming
-1	it makes me so sad hearing about how hard arctic animals are finding it to cope with all the melting ice cause of us globalwarming
0	mark blazis antarctica provides many lessons on global warming worcester telegram globalwarming
-1	we re losing folks terrified climatechange exxonknew fossilfuels globalwarming
-1	globalwarming is here to stay if we do not change are bad habits and bad for mother nature inventions
-1	80 all known coal 50 oil 30 gas must stayintheground to avoid worse globalwarming feb2016
1	lovers of snow play read this and weep globalwarming sucks why live somewhere cold dark with zip to play on
-1	nasa drops major bomb in march toward ever warmer planet climatechange globalwarming
-1	february breaks global temperature records by shocking amount climatechange globalwarming
-1	what happened to dryer than normal predictions for pac nw the globalwarming nutcases were spouting last fall
0	globalwarming florida prepare to be underwater
-1	the story that could write itself climate scientist arrested for fraud utpol globalwarming climatechange scam
-1	those who originally predicted this the ones labeled alarmists looking on the money globalwarming
-1	globalwarming has made some weather events worse new report from says
1	when one considers accelerating globalwarming it seems newton prediction may prove true auspol climatechange
-1	globalwarming solved land dispute between india and bangladesh the island in dispute disappeared funfacts
0	when it march in pittsburgh and it warm enough to ride with the windows down and wear shorts imnotcomplaining globalwarming
0	hottest february on record not even close globalwarming warmingworld globalwarminghoax
0	sealevelrise may displace 13 million people in the us by 2100 newsci climatechange globalwarming
0	rising sealevels may disrupt lives of millions study says climatechange globalwarming
-1	what do you expect from party that blamed sarah palin for gabby giffords getting shot and man made globalwarming
-1	what do you expect from party that blamed sarah palin for gabby giffords getting shot and man made globalwarming
-1	what do you expect from party that blamed sarah palin for gabby giffords getting shot and man made globalwarming
0	so texas just went right into summer itaintnospringbih openthepoolalready globalwarming
0	us eu cnd carbontax con repeat after me there is no globalwarming climatechange is natural cycle repeat
0	globalwarming fuel tanker plunges through ice road on arctic circle after weight limit quadrupled
0	is it just me or is it getting warm out there globalwarming climatechange climareemergency
-1	dear liberals you do not recognize the biggest argument in favor of globalwarming yogapants on college campii
1	my new fav tweet teamhenry looking forward to more sunny days like this happy ukbchour teamhenry globalwarming
-1	if no globalwarming aggravated by man there is something sinister that has same effects and cause
0	the wind is blowing outside sure it climatechange or the globalwarming since you know everything is caused by it according to tv
-1	confirms february 2016 shocking globalwarming temperature record via
-1	germany electrical grid one of most reliable thanks to renewables climatechange climateaction globalwarming
1	looking forward to more sunny days like this happy ukbchour teamhenry globalwarming
0	february smashes global temperature record says nasa globalwarming climatechange
-1	globalwarming people budget puts forward an aggressive plan to green our economy 1u p2
1	inspired hope from einstein eleanorroosevelt rumi and courseinmiracles globalwarming some arab spri
0	james annan jules pics yet more blue skies cop21 climatechange globalwarming climate
0	13 million coastal residents could face flooding because of rising sea levels globalwarming science
-1	obit of scientist who warned of globalwarming climatechange almost 40 years ago when will we get serious
-1	sea level rise could threaten 13 million americans by 2100 climate globalwarming
1	rising seas could displace more americans than the great migration globalwarming science climatechange
0	what there science behind globalwarming be still my heart
0	february temperatures shatter all previous heat records climatechange globalwarming
-1	doomed globalwarming thenews
1	spring is springing seasons lastweekitsnowed globalwarming pretty
0	yes scientists can link extremeweather events to climate change actonclimate globalwarming
-1	climatechange usa flaw discovered in gavin schmidt new climate paper not so marvel globalwarming news
-1	how colonialism and climate change displaces the negev bedouin globalwarming
-1	february 2016 was the most abnormally warm month ever finally been freezin my ass off globalwarming iceage otherbs
0	killary makes it clear she going to take away your jobs and businesses because globalwarming
0	how february 2016 was an incredible record month globalwarming
0	why maine is at forefront of the solar debate gt climatechange globalwarming
0	how can the weather go from one extreme to another in week globalwarming
0	globalwarming climatechange record surge in global temperatures
0	on the train from york to london to see who are from er york globalwarming
-1	climatism use of fear to silence climate skeptics is an assault on reason cop21 globalwarming climate
0	climatism australian politics prime minister turnbull green scheme for power cop21 globalwarming climate
0	climatism australian politics prime minister turnbull green scheme for power cop21 climate globalwarming
0	record shattering february warmth bakes alaska arctic 18 above normal usa climatechange globalwarming
0	this is an instance where picture says more about globalwarming than thousand words
0	globalwarming is actually making the air harder to fly through here why
0	yes scientists can link extreme weather events to climatechange usa flood globalwarming
1	how learned to love waste incinerator climatechange environment globalwarming
0	remember it is only globalwarming in the spring and summer in fall and winter it called climatechange
1	inspired hope from einstein eleanorroosevelt rumi and courseinmiracles globalwarming spain tried to
-1	paul homewood the failing carbon market cop21 climate climatechange globalwarming
-1	globalwarming weather danger 15 of the 16 warmest years since records began are after 1999 and this year gt
-1	junkscience study school labelling of kids as fat not an effective tool in curbing obesity cop21 globalwarming
0	junkscience claim carbon from land played role during last deglaciation cop21 globalwarming climatechange
-1	sea level rise is predictable it will be anything from bad to awful wired globalwarming environment
1	our australian climate ws just fine till they started promoting globalwarming andsame time started geoengineering our blues skies
0	wuwt flaws discovered in gavin schmidt new climate paper not so marvel ous after all cop21 globalwarming
-1	global warming causes rising concern in fn icelandreview globalwarming
-1	the numbers are shocking climatechange globalwarming
1	bernie sanders already embraces religion the church of globalwarming climatechange praise gore
0	tried to nap in my trunk but it is already too hot in az nationalnappingday arizona globalwarming
1	the case for optimism on climatechange algore happeningnow globalwarming climate environment earth brk
0	canadians ignore or decided to forget about globalwarming raise weigh limit on ice rd by 4x after warmest months
1	some extreme weather now reliably linked to climatechange globalwarming
0	live in the seattle area why are my strawberries already growing it march not may climatechange globalwarming
-1	february breaks global temperature records by shocking amount globalwarming environment
-1	suzukilifelessons piss off liberals and conservatives to pin them against each other over words like climatechange and globalwarming cdnpoli
0	damian carrington and michael slezak via february globalwarming record climatechange
-1	there is no need for panic over globalwarming decisions at cop21 and by china point to falling co2 emissions 450 ppm cap still feasible
0	justbringit globalwarming is myth is tool
-1	california democrats brutalize their own over global warming daily caller globalwarming
0	the end is fry nasa says global warming speeding up and february hottest month ever globalwarming
0	feb 2016 was warmest ever because of globalwarming el nino increase in atmospheric co2 in 2016 is 50 higher because of el nino
1	the case for optimism on climatechange algore happeningnow globalwarming climate environment earth brk
0	big solar is heading for boom times in the us globalwarming climatechange
1	the case for optimism on climatechange happeningnow globalwarming climate environment earth brk
0	the planet just obliterated another heat record via climatechange globalwarming
-1	globalwarming tcot the left is embracing orwellian policies to go after climate deniers uniteblue cc sad
-1	globalwarming tcot february blows away global heat record while strong el ni has giv uniteblue cc sad
-1	globalwarming tcot temperature records shattered by record margins so far in 2016 reco uniteblue cc sad
-1	globalwarming tcot thought it was cold nasa says global warming speeding up and february uniteblue cc sad
-1	globalwarming tcot record surge in 2016 temperatures adds urgency to climate deal say sc uniteblue cc sad
-1	41 feels like 32 freezing rain what the fuck weather crazyweather globalwarming globalfreezing
1	globalwarming todays links italy quake case great barrier reef
0	globalwarming hiatus to be investigated in multidisciplinary research project
0	and how come media promotes globalwarming climatechange every time we have fire australia is hot country
0	nasa says global warming speeding up and february hottest month ever globalwarming
-1	february breaks global temperature records by shocking amount globalwarming
-1	the chiefio the california flooding drought can it end now cop21 climatechange climate globalwarming
-1	meltdown earth the shocking reality of climate change kicks in climatechange globalwarming science
-1	even bit of globalwarming will have alarming impact awaken
0	obvious ever since this globalwarming latest fashion publishings from mediaand climatescientists 90 more fires
0	novel way to test the impact of rising sea levels via miami fla globalwarming
-1	florida officials ban terms climatechange and globalwarming but climate driven changes dodged censors
1	can simple rock reverse globalwarming via onearthmag environment climatechange
1	inspired hope from einstein eleanorroosevelt rumi and courseinmiracles globalwarming justin trudeau
-1	while may appreciate the unseasonably warm spring in mn this is scary globalwarming
-1	california democrats brutalize their own over global warming daily caller globalwarming
-1	shame this years trail is nothing but fog and mud globalwarming nosnow
-1	but climate change is not real here fool educate yourself climatechange globalwarming globalwarmingisreal
-1	almost there globalwarming usa falseflag revolution nuclearwar fukushima monsanto
0	globalwarming yet another catastrophic man made global warming metric going in the opposite direction what other
-1	february breaks global temperature records by shocking amount climate globalwarming
-1	globalwarming threat just scaremongering say skeptics who desert mainstream media
0	understanding the big jump el ni was the engine for feb spike in global temps globalwarming provided the fuel
-1	concerned that snowmobile regulation safety has not been broached by single candidate yet globalwarming
1	great to see headline latest globalwarming data love to see more stories on what causing it
0	jo nova australian rainfall zones have moved if you cherrypick the right years cop21 climate globalwarming
-1	california democrats brutalize their own over globalwarming the daily caller
0	brandon talks to us about supercomputer which is helping scientists uncover the effects of globalwarming
0	cartoon warming inquisition globalwarming
-1	can believe how warm and dry yyc is this winter crazy elnino globalwarming
-1	the cook 97 consensus paper exposed by book for the globalwarming fraud that it really is via
1	same day different pubs it like they are trying to tell us something globalwarming cowspiracy
0	13 million along us coast could see homes swamped by 2100 study finds globalwarming
-1	the tale of central carbon centralcarbon emissions pollution politics globalwarming
0	climatechange globalwarming february smashes global average temperatures by jaw dropping margin
0	are land sea temperature averages meaningful via globalwarming
0	globalwarming cerius pacific ocean temp tracks solar activity g0 figur 72
0	ibd arctic predicted 2b ice free by 2013 oops al gore globalwarming climatechage
0	february 2016 hotter than ever globalwarming
1	not the best way to start the week globalwarming climatechange environment
0	globalwarming update end of the satellite data warming pause via
0	bustthemyth you can not nuke globalwarming lt re tool nonukes cop21 fukushima nuclear
-1	five best abs exersices to lose bel scorpio globalwarming
1	inspired hope from einstein eleanorroosevelt rumi and courseinmiracles globalwarming putin orders
-1	climatechange dangerous globalwarming will happen sooner than thought
0	bought helmet on ebay for ups from california via ohio kentucky paris warrington and southampton globalwarming
-1	february breaks globalwarming temperature records by shocking amount
1	how many people can our planet really support climatechange globalwarming via
-1	we are hurtling at frightening pace towards agreed max of globalwarming
-1	february breaks global temp records by shocking amount globalwarming in crusser speed
-1	cleaner air could actually make globalwarming worse
0	north vancouver gas pumps feature globalwarming impact information
-1	scary globalwarming february breaks any record
0	the globalwarming inquisition is on the way orion
-1	how cleaner air could actually make globalwarming worse wapo story includes research by trude storelvmo
-1	climate change gt reals should we jail dissenters rico act yes globalwarming oef
0	not having to fly back and forth all the time on greenhouse gas emitting planes sure would help ease globalwarming justsaying ldrprobs
1	interesting graphical display of globalwarming could be used to prompt student inference and discussion ngss
0	the end of freespeech what up with climatechange globalwarming hottopic yes oef
-1	nasa february globalwarming and climatechange temperatures are chart bustingly shocking
0	sea level rise may displace 13 million people in the us by 2100 new scientist globalwarming
0	what about rest of the world globalwarming waterlevel
-1	globalwarming would not occur evenly around the world some countries are more exposed than others dr wilby
-1	oh fuck globalwarming
0	filipino priest urges ethical perspective on global warming ucanews globalwarming
-1	sea level rise could threaten 13 million americans by 2100 icesheets sealevelrise globalwarming science
-1	liberals want everyone to jump on train for globalwarming but decline to accept the scientific fact that life begins at conception hello
-1	globalwarming algae bloom worst in history needtoknow
0	why winter does not disprove global warming via climatescience globalwarming
0	warming ocean water undercuts antarctic ice shelves climatechange globalwarming antarctica
0	understanding the big jump in feb global temperatures el ni was the engine globalwarming gave the extra fuel
0	understanding the big jump in global temperatures el ni is the engine globalwarming provided the extra fuel
0	june bugs in march globalwarming thanksobama
-1	february breaks global temperature records by shocking amount climate globalwarming toast
0	february smashes global temperature record climatechange globalwarming
1	inspired hope from einstein eleanorroosevelt rumi and courseinmiracles globalwarming why the recent
-1	wuwt monday mirthiness hilarious hate mail cop21 climate globalwarming climatechange
-1	february breaks global temperature records by shocking amount via globalwarming
-1	can already hear climate alarmists saying that less food must be produced to help tame globalwarming
0	where is all of our snow globalwarming
0	warming ocean water undercuts antarctic ice shelves climatechange globalwarming antarctica icesheet oceans
-1	february was the most abnormally warm month ever recorded weather climate globalwarming
-1	feb was the 372nd warmer than average month in row yet they call globalwarming hoax in the age of knowledge ignorance is choice
-1	jesus quotes when god warned of globalwarming asked my followers which one do you hate ows feelthebern p2
-1	it not elnino2016 it is globalwarming shocking february heat
-1	love this shame they re not doing things like as an idea banning cars for the emissions globalwarming
0	speaker lunch harley globalwarming ocean acidification
-1	crap our planet temperature just hit terrifying mark globalwarming
-1	the war on science and knowledge is reaching epic proportions plausibly catastrophic consequences globalwarming
0	where will you be when the tide rises watch your step globalwarming sanfrancisco
-1	february breaks global temperature records by shocking amount gotdrought cadrought govegan globalwarming
-1	that oil business is dirty business people say kids are the future but earth may not have future globalwarming
-1	junkscience claim degrading ice wedges reshape arctic landscape cop21 climate globalwarming climatechange
-1	it official we can now say globalwarming has made some weather events worse climatechange
-1	paul homewood south korea abandons 2020 ghg target cop21 climatechange climate globalwarming
-1	blame jews for woes nra for psychos globalwarming for bad weather and donaldtrump for thugs same ol liberal lunacy trumptrain
-1	how cleaner air could actually make global warming worse washington post globalwarming
-1	aerosols may have helped global warming fight newshub globalwarming
-1	how cleaner air could actually make global warming worse washington post globalwarming
-1	obama global warming bigger threat than isis frontpage magazine globalwarming
0	letter global warming is man made pensacola news journal globalwarming
0	february 2016 was staggering 35 hotter than the average globalwarming
0	effect of outdoor temperature heat primes and anchoring on belief in globalwarming
0	circa 1998 regularly covers climatechange ehs globalwarming
-1	meanwhile nasa claiming hottest february ever desperate to promote globalwarming climate scam for its funding
-1	us elephants the ugly side of the environmental movement and it deplorable actions cop21 globalwarming
-1	us elephants is america racist black lives matter certainly seems to think so cop21 globalwarming climate
-1	us elephants black lives matter racism and conservative perspective on name calling cop21 globalwarming
0	us elephants this is not photoshopped picture cop21 climate climatechange globalwarming
-1	up to 13 million americans are at risk of being washed away bloomberg business climatechange globalwarming
0	why is the universe subjecting us to and at the same time is this payback for globalwarming takethemback
0	february smashes global temperatures record nasa climatechange globalwarming earth greenearth news
1	climatedispatch many scientific truths are in fact false cop21 globalwarming climate climatechange
1	climatedispatch lynch climate change is joke cop21 climatechange globalwarming climate
-1	really good read on globalwarming or should say frightening one
-1	heat waves droughts heavy rain have clear links to climate change says nat acad raindontcome globalwarming
-1	video vividly illustrates decrease in arctic ice in last 26 yrs globalwarming
0	yes february was the hottest till date globalwarming climatechange climateaction
1	simple tips for good health scorpio globalwarming
-1	globalwarming tcot the us is paying some to help poorer countries adjust to climate uniteblue cc sad
-1	globalwarming tcot warnings of climate emergency as february breaks global temperature uniteblue cc sad
-1	globalwarming tcot february temperatures hit unprecedented record right after january uniteblue cc sad
-1	february breaks global temperature records by shocking amount globalwarming climatechange climate
0	as globalwarming will intensify more vigorous adaptation efforts required topicsgeo natcat2015
1	inspired hope from einstein eleanorroosevelt rumi and courseinmiracles globalwarming this teacher
1	yesterday it was 68 and beautiful today it 38 and hailing globalwarming is real makeamericagreatagain actonclimate
0	february breaks global temperature records globalwarming climatechange
-1	february was the most abnormally warm month ever recorded sadlyitsonlythebeginning globalwarming
-1	globalwarming record breaking february set an ominous milestone for global warming
0	wuwt weekly climate and energy news roundup 218 cop21 climatechange globalwarming climate
1	interesting talking to you off to mow the lawn may be some time can not believe am having to in march globalwarming
0	junkscience claim bee flower choices altered by exposure to pesticides cop21 climatechange globalwarming
-1	junkscience study what does your smartphone say when you tell it you were raped cop21 climate globalwarming
-1	february obliterated global heat records nasa confirms isitrans globalwarming heatrecord
-1	february breaks global temperature records by shocking amount globalwarming
0	globalwarming recordbreaking temperatures feb 35c warmer and jan was 15c above average for the baseline period
-1	february breaks global temperature records by shocking amount globalwarming
0	elnino effect february smashes global temperature record nasa says the hindu globalwarming
-1	climatechange usa trump calls epa complete disaster vows to protect ohio coal globalwarming news
0	globalwarming protectenvironment letssave the planet earth
-1	it official we can now say globalwarming has made some weather events worse
0	golly if this massive flood was not caused by hurricane could it be globalwarming media are sheep ask the
0	bringbackthebees reported on the dwindling bumble bee population months ago read article globalwarming bees
0	oh boy globalwarming climatechange
-1	february breaks global temperature records by shocking amount temp globalwarming
0	globalwarming is real record shattering february warmth bakes alaska arctic 18 above normal via
-1	bugger february breaks global temperature records by shocking amount globalwarming climatechange drought
1	oscars 2016 leonardo dicaprio wins best actor speech wellsaidleo climatechange globalwarming fossilfuels
0	be under ac in the office do not have one yet as never required but not need one coz it globalwarming affects around mondaymotivation
-1	february breaks global temperature records by shocking amount globalwarming climatechange
-1	like wearing shorts but this probably is not good climatechange globalwarming
1	al gore the case for optimism on climate change globalwarming climatechange
1	good morning hur tunadas haydaggui gazarsan raining globalwarming losangeles
-1	globalwarming human problem with human solutions climatechange environment
1	inspired hope from einstein eleanorroosevelt rumi and courseinmiracles globalwarming migrants and
0	co2 data is wake up call for parisclimatedeal globalwarming
1	sanders clinton rubio kasich answer climatechange debate questions care bout globalwarming vote democrats
0	the hidden driver of climatechange we too often ignore globalwarming
1	at this point feel like it would be news if it was not the hottest insert month here ever climatechange globalwarming
1	please follow if interested in birds wildlife nature environment oceans climatechange globalwarming coffee classicalmusic science
-1	february breaks global temperature records by shocking amount climatechange globalwarming
0	the high priestess gouache 12 16 thehighpriestess globalwarming climatechange tarot
0	us eu cnd carbontax con repeat after me there is no globalwarming climatechange is natural cycle repeat
-1	but there is drought from globalwarming in africa and my kids emaciated has died of starvation gt gt gt
-1	february breaks global temperature records by shocking amount domino effect globalwarming
0	front row seat to globalwarming in antarctica lapx
0	another temperature record globalwarming climatechange
0	february warmest month ever globalwarming especially as the thermometer was in my new heated jacuzzi tuscany climatechange
0	ibd arctic predicted 2b ice free by 2013 oops al gore globalwarming pjnet 999
-1	february breaks global temperature records by shocking amount climate globalwarming climateemergency 2c 5c
-1	obama global warming bigger threat than isis frontpage magazine globalwarming
-1	globalwarming gt climatechange ecology of ecosystems endangeredspecies starvingppl and such more important than gt gt
-1	globalwarming tcot obama global warming bigger threat than isis at the democratic debat uniteblue cc sad
0	have to ask you guys what is this stopchemtrails chemtrails globalwarming lithium haarp life globalist
0	each of the last five months globally have been hotter than any month preceding them globalwarming
