Overall	Text
0	breaking news from nasa planetary conference to feature ceres mars pluto science results space astronomy
0	planetary conference to feature ceres mars pluto science results nasa
0	planetary conference to feature ceres mars pluto science results via nasa
0	planetary conference to feature ceres mars pluto science results via nasa space nasa news breaking
0	planetary conference to feature ceres mars pluto science results via nasa
1	so what it like on the space station commander nasa relnews
0	planetary conference to feature ceres mars pluto science results nasa
0	but nasa tells us we can see the sea curvel
0	buzz aldrin urges nasa we must go back to the moonspace
-1	nasa chief apollo engineers who criticize sls do not grok modern rocketry nasa budget2016
0	new international space station crew prepares for launch nasa relnews
0	this day in nasa history
-1	nasa are liars 100 flatearth proof here wednesday march 16 2016 03 13 pm
0	the rocket launch that paved the way for nasa science space astronomy news
0	aurora colors skies over northern europe image of the day nasa
0	imageoftheday nasa march 16 1966 gemini first docking of two spacecraft in earth orbit on march 16 196
-1	and then the bombshell nasa would like to light large scale fire in space the entire
1	check out these interesting facts about nasa nasa science
1	check out these interesting facts about nasa nasa science
0	see the shadow of the moon as it moved across the earth in last week eclipse nasa
0	bolden testifies on fy 2017 nasa budget on this week march 11 2016 nasa relnews
1	17 breathtaking images from nasa mars reconnaissance orbiter space
0	nasa ufo nasa selects american small business research institution projects for continued developme click
0	nasa ufo nasa selects american small business research institution projects for continued developme click
0	nasa ufo nasa selects american small business research institution projects for continued developme click
0	cme 16 03 2016 flare by sdo aia green nasa cme brillamento solare sole nasa sun
1	did you know that nasa shuttle support contractor uses python
0	former boiler nasa astronaut passes away nasa
-1	nasa apollo 12 photo shows pentagon black project tr3b type alien ufo observing moon
0	nasa why nasa plans to light one of its cargo ships on fire in space with the budget already tight nasa is
0	nasa nasa into deep planning for asteroid redirect mission nasa has completed review of its upcoming firs
0	nasa former astronaut janet kavandi named new director of nasa glenn research center photos brook park oh
0	nasa why congress actually wants to give nasa more money an unusual bipartisan coalition of house lawmakers
0	nasa nasa solar researchers create magnetic map of sun this illustration lays depiction of the sun magne
0	nasa about to fire cargo ship in space nasa2016
0	flatearth nasa card game
0	the rocket launch 90 years ago that paved the way for nasa
0	nasa into deep planning for asteroid redirect mission nasa nasanews
0	why congress actually wants to give nasa more money inverse nasa nasanews
-1	part of uofa talk by prof alcubierre re warp drive nasa space astrophysics sff
0	nasa television to air launch of next record breaking astronaut nasa relnews
0	nasa nasa into deep planning for asteroid redirect mission nasaspaceflight comnasa
1	nasa remembers its fallen heroes 30th anniversary of challenger accident shoals insider nasa
-1	met with amber the telescope will capture details of galaxies over 13 billion light years away nasa
-1	yes nasa lied to us all we live on flatearth earthisflat
0	adam steltzner engineer at nasa jet propulsion laboratory and this is how work
0	social nasa daily via twitter
0	via nasa march 16 1966 gemini first docking of two spacecraft in earth orbit
0	march 16 1966 gemini first docking of two spacecraft in earth orbit nasa iotd
0	our changing moon nasa relnews
0	february smashes global temperature record says nasa
-1	is this video from the iss real or fake you decide space flatearth nasa
-1	nsa dst fsb cia mossad nasa earth put in sicknes by the fake conection with the other entity of universe
1	jupiter is looking especially bright and pretty tonight stargazing lookup insignificant nasa nightsky planets
0	ste approaching phobos station photoshop with 3ds max and nasa image maps conceptart spaceships sciencefiction
0	nasa have deceived us we live on flatearth bible jesus siduri wednesday march 16 2016
1	mars inspires future generations of engineers we recommend watching this in full screen nasa stem edtech
-1	nasa why nasa still flies an old british bomber design
1	although he does not look happy it is safe to say that the rocket behind him is awesome saturn5 nasa
0	hours and 25 minutes to go space nasa
-1	nasa selects instruments to study air pollution tropical cyclones nasa relnews
0	this is margaret hamilton once nasa lead software engineer and this photograph is of the apollo guidance
0	bible is the foundation as well as what we all can see also we know nasa masons lie
-1	what could possibly go wrong via nasa
0	global alert february hottest in 100 years says nasa climate arctic earth future news are you
0	nasa march 16 1966 gemini first docking of two spacecraft in earth orbit on march 16 astronomy space
0	nasa into deep planning for asteroid redirect mission nasaspaceflight comnasa nasa
0	magnetograma sol browse data 2016 03 16 19 45 00 hmib sdo nasa
0	adam steltzner engineer at nasa jet propulsion laboratory and this is howiwork
0	adam steltzner engineer at nasa jet propulsion whiteboards interview nasa howiwork lifehacker tech
0	adam steltzner engineer at nasa jet propulsion laboratory and this is howiwork
0	adam steltzner engineer at nasa jet propulsion laboratory and this is howiwork
0	adam steltzner engineer at nasa jet propulsion laboratory and this is howiwork
0	adam steltzner engineer at nasa jet propulsion laboratory and this is howiwork
0	adam steltzner engineer at nasa jet propulsion laboratory and this is howiwork
1	wow but what do the kids get to do nasa congrats
0	march 16 1966 gemini first docking of two spacecraft in earth orbit image via nasa
0	flooding in the south image of the day nasa
-1	heliocentricism is based on lies and fraud can not be solid nasa lies
0	crew previews upcoming space station mission nasa relnews
0	phoenix aurora over iceland image via nasa
0	march 16 1966 gemini first docking of two spacecraft in earth orbit image via nasa
0	preparing for life aboard the iss nasa relnews
1	ajwamood nasa the global temperature in february took its greatest leap in 136 years of record keeping
0	nasa engine test marks major milestone in path to mars story
0	re created this mission in ksp kerbalspaceprogram nasa gemini
0	nasa is conducting fire experiment to see how it spreads in microgravity environment
0	few days ago in nasa jet propulsion lab far far away starwars
-1	nasa shares view of massive winter storm from space nasa nasa
0	cassini watches star through enceladus plume nasa saturn cassini enceladus epsilon orionis orion plumes
0	intensitygram sol browse data 2016 03 16 19 45 00 hmiic this is browse data image channel sdo nasa
0	nasa world space nasa into deep planning for asteroid redirect mission nasaspacefl
0	nasa world space why congress actually wants to give nasa more money inverse inversewhy congress actuall
0	nasa world space nasa selects american small business research institution pr newswire press releas
1	the team learned ton and had blast with tom smith always great to learn more about this nasa tested dynamite product
0	the milky way taken in san juan national forest in colorado pagosa milkyway space nasa astronomy photography
1	nice looking rocket america had rocket once nasa nasa2016
1	new artwork pioneers for the wetheexplorers mission good luck nasa
0	nasa to discuss science launching on next commercial resupply space station nasa relnews
0	listen to the declassified space music nasa astronauts heard while orbiting the moon
0	nasa are illuminati flatearth wednesday march 16 2016 51 36 pm
0	helped nasa hide our flatearth space science hoax wednesday march 16 20164
-1	wednesday march 16 2016 50 59 pm nasa is evil flatearth
-1	nasa lied to us we live on flatearth wednesday march 16 2016 50 25 pm
-1	nasa serve satan flatearth wednesday march 16 2016
0	just not that into me sxsw sxsw2016 nasa nasasxsw scottkelly
-1	nasa lied to us we live on flatearth wednesday march 16 2016 49 16 pm est
-1	pursues burning desire to study fire safety in space nasa innovation stem
0	new nasa technology might unlock secrets of el nino and provide
0	nasa extends media credentials deadlines for commercial cargo mission nasa relnews
1	great piece about harry lange the man who drew the future gt nasa illustrator design
0	news nasa solar researchers create magnetic map of sun this illustration lays depiction of the sun nasa
1	check out these interesting facts about nasa nasa science
0	nasa nasa starting fire in space in new mission called the spacecraft fire experiment or saffire nas
0	nasa nasa plans to light large fire in orbiting spacecraft in order to see how fire resistant to make the ne
0	nasa selects american small business research institution pr newswire press release nasa nasanews
0	nasa nasa solar researchers create magnetic map of sun sci news comnasa solar rese
1	check out these interesting facts about nasa nasa science
-1	unusual 270 mile wide bite mark on pluto surface baffles nasa nasa space science
0	update on nasa astronaut scott kelly return to houston nasa relnews
-1	setting things on fire in space think may have the wrong job here saffire nasa
0	science nasa scientist to discuss elni nasa perspective at library of congress lecture
0	healthy me nasa skk mandrdelights
-1	disney and nasa long fraudulent relationship duping the world vernervonbraun they hate god and his flatearth
0	nasa puzzled by 000 year old earthworks in kazakhstan nasa history ancient anthropology
1	nasa astronaut scott kelly returns safely to earth after one year mission nasa relnews
0	noaa nesdis communication team at nasa james webb space telescope center
-1	nasa pursues burning desire to study fire safety in space astronomy
-1	nasa pursues burning desire to study fire safety in space astronomy
0	nasa is developing the first supersonic passenger jet since the concorde video tech nasa
1	an epic eclipse image of the day nasa
0	nasa wants your help to get to mars in the next 25 years via mars nasa spacetravel
0	jupiter 16 03 16 ukraine lviv from window once in 50 years so close nasa jupiter
-1	nasa chief apollo engineers who criticize sls do not grok modern rocketry science
0	social game on point nasa is using virtual reality at sxsw to remind people that its space
0	nasa begins work to build quieter supersonic passenger jet nasa relnews
0	nasa friday and crew launch space station spacecraft rolled out today
0	the atlantic coast of the united states photographed from international space station goodnight iss nasa space
1	an epic eclipse image of the day nasa
1	cool stamps from usps nasa space
0	nasa astronaut scott kelly researchers available to discuss one year mission nasa relnews
0	nansen breaking up with antarctica nasa
0	ever wonder where nasa builds most of the equipment we send into space nasa
0	random fact curiosity nasa
-1	in case you miss it temperature records shattered by record margins so far in 2016 climate nasa
1	friends romans countrymen lend me your ears dew galileo iss fallingbodies gravitytest nasa steam ilookup gravitytek
0	tbe sattelite that is currently orbiting mars is mapping the entire planet it is science and art combined sxsw nasa mars
0	tomorrow 17 16 ken mattingly turns 80 then every single astronaut who flew an apollo mission is an octogenarian nasa milestone
0	nasa apod 2013 april 13 sun with solar flare science
0	all ears dew galileo iss fallingbodies gravitytest equivalence gravityrevolution nasa steam ilookup gravitytek
0	check this out nasa cnn tech technology technews
1	this video is the greatest thing ever really hope to have that feeling one day nasa
1	johnson space center nasa welcome back 57 canberra
0	nasa the rocket launch 90 years ago that paved the way for nasa the launch of liquid filled rocket 90 year
-1	nasa the world like was abnormally warm this winter nasa says nasa analysis of global temperatures
0	jahovah is here nasa here is the theappleofgodseye am thefaithfulwitness
0	meet comet technical advisor of siliconvalley nasa lockheedmartin ibm
0	guess who this former aviator is aboard nasa gemini mission in 1966
0	mt nj was unusually warm this winter and so was the world nasa njweather
0	dailyimage nasa march 16 1966 gemini first docking of two spacecraft in earth orbit on marc nasa
0	march 16 1966 gemini first docking of two spacecraft in earth orbit image via nasa
1	tech throwback thank god dard for nasa throwback nasa technews
-1	nasa to test fire in space by burning unmanned orbiting craft
0	this is one of the raddest sun sky photos ve taken that mercury under there to the right space nasa
0	watch the earth breathe in nasa video showing how co2 travels in the atmosphere air nasa
0	iran news nasa will test the effects of large fire in space
0	posted from sciencenow march 16 1966 gemini first docking of two spacecraft in earth orbit nasa
-1	nasa ntrs experiences with extra vehicular activities in response to critical iss contingencies
0	nasa nasa selects american small business research institution projects for continued development nasa has
1	mars2030 partnership with mit fusion and nasa aims to have humans experience mars through vr pretty cool virtualreality sxsw
0	iceland unique analogue of mars says nasa
0	congress wants to make it harder for president to change nasa long term plans
-1	as nasa releases climate bombshell more questions raised over fracking climatic impact via
-1	did nasa just drop bomb on the moon to destroy aliens base ufo alien alienspecies
0	today in 1926 the first liquid fueled rocket was launched stem steam nasa rocketscience physics
-1	nasa are liars 100 flatearth proof here wednesday march 16 2016 14 29 pm est
0	listening to mars experience vr julian reyes justin sonnekalb patrick troutman nasa sydney do mit and zvi greenstein sxsw
0	ti archive nasa creates planetary defense coordination offic asteroids earth nasa planetarydefensecoordination
0	think just followed more nasa handles based on the discovery of single tweet themarsgen stem
0	things you probably did not know nasa invented no tang is not one of them f2b kgra
-1	14 photos of abandoned nasa facilities retweet
0	what would life be like on mars via lifeonmars nasa research science
0	march 16 1966 gemini first docking of two spacecraft in earth orbit on march 16 1966 comman nasa photo
0	jason begins mapping oceans sees ongoing nasa elni
0	replies nasa esa spacex embraer space un onu ue uae g20 startup ceo entrepreneur aerospace news jn
0	nasa will intentionally start fire on cargo ship in space technews trial tests nasa
1	what is it like to blast off the planet former nasa astronaut describes it
0	nasa will intentionally start fire on cargo ship in space
0	house appropriations seeks more nasa funding
0	does this nasa footage show ufo hovering over the moon
0	nasa understanding the magnetic sun istandwithahmed science stem sciencekids
0	metromageddon taking the long way around today nasa
-1	flatearth flatearthproof testit nasa we have been lied too time to change
1	reason why nasa is so good at cgi and visual trickery waltdisney wernhervonbraun and the
0	nasa picks solar power candidates for deep space missions
0	nasa invites public to send artwork to an asteroid nasa relnews
0	340 days hovering over our planet will disclose what he saw disclosenow nasa via
-1	february breaks global temperature record by an alarming margin nasa headlines and global news
1	just found out there is live stream of our planet from iss how cool is that nasa
0	the rocket launch 90 years ago that paved the way for nasa abc news spacecoastdaily comthe rocket lau nasa
0	nasa introduces new wider set of eyes on the universe nasa relnews
1	nasa photo of ireland happy stpatricksday to all have fun and party
1	nasa nasa selects american small business research institution projects for continued development nasa ha
0	nasa nasa selects american small business research institution projects for continued development na space
1	nasa news nasa selects american small business research institution projects for continued de love nasa
0	nasa selects american small business research institution projects for continued development nasa
0	nasa selects american small business research institution projects for continued development nasa has nasa
-1	is there someone else on mars nasa photo shows alien scout monitoring curiosity rover
0	nasa fiso telecon the mars human landing sites study overview today 3pm est et
0	nasa fiso telecon the mars human landing sites study overview today 3pm est et
0	nasa fiso telecon the mars human landing sites study overview today 3pm est et
0	nasa fiso telecon the mars human landing sites study overview today 3pm est et
1	my son has built his first model rocket he in love with nasa and he is set for stem career or business
0	nasa university study shows rising seas slowed by increasing water on land nasa relnews
-1	nasa nasa ambitious plans to burn one of its ships in space they will not be looking to make miniature sun
0	nasa nasa plans to set cygnus spacecraft on fire on tuesday nasa commercial partner orbital atk will laun
0	nasa have deceived us we live on flatearth bible jesus siduri wednesday march 16 2016
0	the rocket launch 90 years ago that paved the way for nasa abc news nasa nasanews
0	project makes nasa other research available to offshore industry nasa nasanews
0	this is what nasa says about the potential catalytic effect of co2 seems odd cdnpoli
0	nasa the rocket launch 90 years ago that paved the way for nasa abc news abc newsthe rocket launch 90 ye
0	in case you were thinking about becoming an astronaut here how to get started nasa space getstarted
0	women history month stem event at goddard on nasa tv science space
0	project makes nasa other research available to offshore industry offshore innovation may get easier and
0	nasa selects american small business research institution projects for continued development via nasa nasa brea
1	happy birthday to alan bean nasa friendliest astronaught apollo12 spacelectures saturnv timpeake
1	nasa magnetospheric multiscale mission celebrates one year anniversary the daily voice via
0	nasa james webb space telescope primary mirror fully assembled nasa relnews
1	my favorite robots five amazing snake robots one page 2005 robotics scifi nasa ames
0	nasa selects american small business research institution projects for continued development nasa
0	check out what found nationalgeographic from december 1969 about the moon landing history nasa moon
0	nasa selects american small business research institution projects for continued development via nasa
0	nasa selects american small business research institution projects for continued development via nasa nasa
0	nasa nasa selects american small business research institution projects for continued development
0	nasa selects american small business research institution projects for continued development via nasa nasa
0	nasa selects american small business research institution projects for continued development via nasa
-1	iss spotthestation nasa timpeake space station visible over uk time thu mar 17 20 am visible min appears disappears ese
1	are excited to be covering next nasa launch for socialmedia influencermarketing
0	nasa nasa selects american small business research institution projects for continued development
0	nasa says lasers could get humans to mars in days
0	ufosfacts news nasa selects american small business research institution projects for co ufos ovnis nasa
0	nasa nasa selects american small business research institution projects for continued development nasa has
0	nasa breaking news nasa selects american small business research institution projects for continued developm
0	nasa nasa selects american small business research institution projects for continued development nasa has
0	nasa update nasa selects american small business research institution projects for continued development
0	nasa selects american small business research institution projects for continued development via nasa
0	nasa selects american small business research institution projects for continued development via nasa nasa
0	nasa noaa analyses reveal record shattering global warm temperatures in 2015 nasa relnews
0	nasa space nasa selects american small business research institution projects for continued development via nasa
0	breaking news from nasa nasa selects american small business research institution projects for continued development
0	nasa selects american small business research institution projects for continued development via nasa
0	nasa nasa selects american small business research institution projects for continued development
0	to mars on sunbeam nasa bets on solar space travel
0	david morse shared at today event how nasa transfers tech to the industry software here
0	nasa selects american small business research institution projects for continued development nasa
0	nasa is going to light large fire on spaceship space nasa fire spaceship
0	ti archive inside nasa version of the holodeck holodeck nasa version
0	breakingnews nasa nasa selects american small business research institution projects for continued developme
0	breaking news from nasa nasa selects american small business research institution projects for continued devel
0	nasa selects american small business research institution projects for continued development via nasa nasa
0	nasa selects american small business research institution projects for continued development via nasa nasa astr
-1	it now 74 times more difficult to get into nasa than
0	nasa selects american small business research institution projects for continued development via nasa worldnews
0	nasa selects american small business research institution projects for continued development via nasa new
1	beautiful picture dark and light space moon nasa
-1	climate the world like was abnormally warm this winter nasa says nasa analysis of global
0	shannon lucid is the only american woman to have lived on russia mir space station nasa womenshistorymonth
0	nasa selects american small business research institution projects for continued development via nasa
0	nasa selects american small business research institution projects for continued development via nasa
0	breaking news from nasa breaking news nasa nasa selects american small business research institution projects
0	nasa selects american small business research institution projects for continued development via nasa
0	nasa selects american small business research institution projects for continued development via nasa
0	nasa selects american small business research institution projects for continued development via nasa
0	nasa nasa selects american small business research institution projects for continued development
0	nasa selects american small business research institution projects for continued development via nasa nasa spac
0	nasa selects american small business research institution projects for continued development via nasa
0	nasa selects american small business research institution projects for continued development via nasa nasa spac
0	into the sunset photo nasa kennedyspacecenter
0	this is test will delete this nasa spacestation
0	nasa selects american small business research institution projects for continued development via nasa
-1	space is lonely place tinyart doodles pdx portlandoregon space spacesuit nasa astronaut by torgosrightk
0	nasa reported feb as the hottest month ever how is global climatechange affecting earth
0	nasa selects american small business research institution projects for continued development nasa
0	nj was unusually warm this winter and so was the world nasa njweather
0	watched themartian and now want to help nasa design food for astronauts foodislove foodisfuel spaceexploration
0	space nasa is going to light large fire on spaceship via
0	geeking out learning physics today just because can geekatheart geek physics nasa
0	nasa are illuminati flatearth wednesday march 16 2016 57 49 pm est
-1	wednesday march 16 2016 57 14 pm nasa is evil flatearth
-1	nasa lied to us we live on flatearth wednesday march 16 2016 56 44 pm
-1	nasa serve satan flatearth wednesday march 16 2016
-1	earth sets terrifying new temperature record nasa reaction wow
-1	nasa lied to us we live on flatearth wednesday march 16 2016 55 37 pm est
0	nasa mars rover opportunity scales challenging terrains space exploration discovery
0	noaa jason spacecraft ready for launch nasa relnews
0	nasa testing osiris rex spacecraft ahead of asteroid visit with thermal vacuum testing
0	new vid dreampop spacerock space nasa lady
0	nasa world space nasa will intentionally start fire on cargo ship in space the verge the vergenasa
0	stillnessinthestormblog spacex physics space darkmatter nasa scientific ufo
0	ground control to major tom your spaceship on fire and nasa set it
0	nasa march 16 1966 gemini first docking of two spacecraft in earth orbit on march 16 via
0	nasa march 16 1966 gemini first docking of two spacecraft in earth orbit on march 16 1966 command pilo
0	nasa march 16 1966 gemini first docking of two spacecraft in earth orbit on march 16 1966 command pilo
0	nasa march 16 1966 gemini first docking of two spacecraft in earth orbit on march 16 1966 command pilo
0	an astronaut teaches us about space in gifs gif fact facts lesson lessons nasa
0	student built experiment integrated onto nasa osiris rex mission nasa relnews
0	saturn moon tethys fully illuminated basking in sunlight via nasa nasasocial
0	noaa nesdis communication team at nasa goddard space flight center
-1	strategical weapon academiczodiac nasa military strategy tactics prediction nuke cont
0	retweeted nasa earth global view of methane nasa
0	retweeted nasa earth flooding in the south nasa
1	astronaut scottkelly 12 best photos from his yearinspace nasa photography space
0	my question is not on what the source of your statement regarding nasa and spacedebris
1	nasa releases stunning ceres close up images nasa
0	nasa coral campaign will raise reef studies to new level nasa relnews
0	nasa march 16 1966 gemini first docking of two spacecraft in earth orbit on march 16 1966 command pi
0	nasa daily briefing is out featuring
0	nasa is developing high tech supersonic passenger jet made of composites
0	nasa will intentionally start fire on cargo ship in space space nasa
0	nasa will intentionally start fire on cargo ship in space science
0	ospreypocoplus carrier transformed in to bigfishlittlefish babyrave exeter nasa spaceshuttle
0	ti archive new high resolution pics of pluto released by nasa nasa pluto resolution transmission
0	nasa nasa will set fire on cargo ship in space intentionally nasa has confirmed that it going to intenti
1	something new to my kitchen fire proof for sure nasa laugh out loud
-1	didyouknow daniel newman retired from his career as rocket engineer for nasa artlovers sedona stone art
0	nasa project makes nasa other research available to offshore industry project mak
0	some souvenirs from nasa today
0	nasa fiso telecon the mars human landing sites study overview today 3pm
0	nasa fiso telecon the mars human landing sites study overview today 3pm
0	nasa fiso telecon the mars human landing sites study overview today 3pm
0	nasa fiso telecon the mars human landing sites study overview today 3pm
1	hey am down here cheers mediterranean nasa nasasocial
0	bought few nasa souvenirs too
0	astronaut scott kelly is retiring from nasa science
0	astronomy nasa jason new european satellite with nasa participation astrophoto saturn
0	nasa research could save commercial airlines billions in new era of aviation nasa relnews
0	global view of methane image of the day nasa
1	magnetic sun nasa releases stunning image of sun magnetic field via nasa
0	march 16 1966 gemini first docking of two spacecraft in earth orbit via nasa discove
0	nasa projected full lunareclipse on passover and feast of tabernacles in 2014 repeated in 2015
0	unravel the secrets of the past and the hidden secret of the present stanford jfk third reich nasa pioche
0	space science anyone can get behind nasa
0	just head up we pinned to nasa image of the day on pinterest march 16 1966 gemini first docking of two spacecraft in earth orbit
-1	nasa is testing its alien detecting tools in chile atacama desert mitc mitcs chapterweb
0	march 16 1966 gemini first docking of two spacecraft in earth orbit nasa spazio immagini nasa pictures
0	nasa daily image march 16 1966 gemini first docking of two spacecraft in earth orbit
0	nasa reaches new heights in 2015 nasa relnews
-1	too like spicy pizza but it does not like me power though the misery to reap the delight foodie nasa fbi
0	march 16 1966 gemini first docking of two spacecraft in earth orbit nasa csp567 csp567
1	hey that me nasa commercial print actress
0	march 16 1966 gemini first docking of two spacecraft in earth orbit via nasa
-1	review of nasa evidence reports on human health risks journeytomars nasa
-1	review of nasa evidence reports on human health risks journeytomars nasa
-1	review of nasa evidence reports on human health risks journeytomars nasa
-1	review of nasa evidence reports on human health risks journeytomars nasa
0	march 16 1966 gemini first docking of two spacecraft in earth orbit via nasa
0	march 16 1966 gemini first docking of two spacecraft in earth orbit via nasa nasa
0	march 16 1966 gemini first docking of two spacecraft in earth orbit via nasa space
0	nasa image of the day march 16 1966 gemini first docking of two spacecraft in earth orbit via coolstuff
0	march 16 1966 gemini first docking of two spacecraft in earth orbit via nasa imageoftheday
0	march 16 1966 gemini first docking of two spacecraft in earth orbit via nasa on march
0	march 16 1966 gemini first docking of two spacecraft in earth orbit on march 16 1966 comma nasa space
0	nasa picture of the day march 16 1966 gemini first docking of two spacecraft in earth orbit
0	image nasa march 16 1966 gemini first docking of two spacecraft in earth orbit immagine del giorno
0	nasa march 16 1966 gemini first docking of two spacecraft in earth orbit
0	march 16 1966 gemini first docking of two spacecraft in earth orbit via nasa nasa
0	march 16 1966 gemini first docking of two spacecraft in earth orbit via nasa imageof
0	international instrument delivered for nasa 2016 asteroid sample return mis nasa relnews
0	ula does not understand basic business economics nasa watch
0	march 16 1966 gemini first docking of two spacecraft in earth orbit nasa image of the day
0	aurora colors skies over northern europe image of the day nasa
0	march 16 1966 gemini first docking of two spacecraft in earth orbit via nasa imageof
0	march 16 1966 gemini first docking of two spacecraft in earth orbit via nasa nasa sp
0	march 16 1966 gemini first docking of two spacecraft in earth orbit via nasa space
0	march 16 1966 gemini first docking of two spacecraft in earth orbit via nasa
0	nasa picture of the day march 16 1966 gemini first docking of two spacecraft in earth orbit
0	march 16 1966 gemini first docking of two spacecraft in earth orbit via nasa
0	march 16 1966 gemini first docking of two spacecraft in earth orbit nasa spazio
-1	sediments betray hidden shipwrecks image of the day nasa
