Overall	Text
-1	i have had a 102 fever all night
1	who invented hayfever
1	wishing the cavs were in the nba finals we just can not let it go
-1	i sure wish i could go with you guys tmrw but as per usual school interferes
-1	hiya how are  you   shame i missed you   in sydney i was sick i heard yall rocked i missed the a party 2 which i was invited to
-1	haveyouever wished microsoft never had to update xbox live i m so sad i can not play cod4 live
1	has lost his ring it s no where to be seen
-1	trying to set up xbox live and failing tremendously brain ache
-1	you   should have told her and that voice box gone be  bad 2 if you are ass keep on smokin them cancer sticks laugh out loud
-1	awhh going home from vegas sad but im going back in june
-1	i really feel bad bout eating a cheeseburger and a donut for dinner ugh i so need to burn this off tomorrow disapproval darn mcdonalds
1	oh my gooooooodness the cavs down 3 1
1	i would have bet a hundred bucks it would be  cleveland amp la in the finals thought it was lebrons year
-1	twitter top trends pisses me off oprah and the other tv celebs totally ruined twitters vibe
-1	i haaattte hayfever piriton claritin and antihistamines seem to not make any difference
-1	the people here in argentina say obama will be the next jfk it is very bad but is the sad truth
-1	headache bed work in the morning then busy all day tomorrow
1	you   were right about lastnites game damn i still love lebron laugh out loud
-1	england are rubbish wrong captain wrong selection only 2 batsmen jimmy anderson was awful gutted
1	stuck at home
1	ohhh that bad huh you   still got pink in your hair where you working
1	06 38 to london liverpool street a bit of time to sort my photographs and to start reading dot robot did not find time for a coffee
-1	sadly obama is the later
1	i should have gone to see you in london
-1	cold here in london it s been awful we get a humid sticky heat not great to work in
-1	it s very handy but unfortunately it appears to have borked my facebook status column
-1	work laptop is officially dead not happy at all
1	it s overrated
1	tyler perry was a first time voter australia is wayyyy behind in oprah eps
1	i guess it s over for the cavs
1	wishing i was home underneath my covers
1	sweet no better game to be able to play anywhere than that too bad i do not have my psp on me today
-1	my carelessness led to wiping out all contacts on my iphone
1	urgh damn hayfever my eyes are soooo itchy rubs eye madly
1	wrote exactly three lines of dialogue tonight then gave up
1	maybe eating mcdonalds downing a sherbet fountain amp washed it down with warm coke i feel a bit queasy and quite a bit foamy
-1	stressed headache stressed
1	it s no longer sunny in seattle
-1	i m doing my homework it s gosh darn hard
-1	wee man is away to englandshire with gran and grandad that ll be me lost for the rest of the week
1	mcdonalds with my litto sis aka cuzin laugh out loud cristyyyyy
1	love your new cards i would definitely hire you
1	that was one of the most enjoyable experiences i ve had on youtube well done
1	dallas vegas goodness on my way to to the suscon
1	hey i love this pic was amazing of the last chat of the jb in facebook
-1	yuuuup 9 miles it s for cancer for a good deed
1	i am in love with taylor swift s quot crazier quot and i think you should definitely do a cover of it it ll be beautiful lt 3
1	had a piece of fried chicken some psp love and now off to bed
1	brazil loves you   so much you are awesome miley come to brazil we can not for this day come
1	yeah that d be awesome you re gonna be the new oprah freakin yeah ninja rolls over to sil to eat chocolate
1	awwww she called me sexy nice you rock danni you just made my night gurl muah i ll give you props anytime
1	get a glass of wine a nice book and just chillax out there oh wait it s seattle i ll probably rain hah
1	had to happen is on twitter and only after 24 hours she s got 260 371 followers and counting you go girlfriend
1	the lakers are so going to win and advance to the finals
1	wow enjoy
1	i drew a cute baby zebra i think he is my favorite so far
1	went to calgary with some of the lads gaspar had to sit in the boot to watch the flames versus la kings calgary won 4 1 nice night
1	lols you go for the cavs orlando owned them today
1	ps please try to see if you get cougar town to be broadcast internationally im brazilian but such a great fan of yours
1	i l lt 3ve taylor swift she is just so amazing and her music is wonderfull and makes me so happy
1	fine tuning part of a song maddy and i are  making sounding good i feel pro not hahaha
1	gran turismo on psp ff13 to be on pc what more can i ask for gran turismo 5 on pc perhaps
1	give me time and ill come with you sa london haha good luck with that
1	hanging out with biology til 4am woo
1	happy morning la toat lumea
1	watching oprah that i had taped from earlier it s was about twitter today
1	chrisette michelle just came on the ipod she s so mellow
-1	lakers going to the finals weee
1	getting my hair cut while texting with my brother and getting updates about iran amp the baseball game god i love my iphone
1	he wants you   to follow who he follows on twitter some very nice organizations
1	rrrrrr you so very sweet a big hi to you
1	seattle is very nice so green it reminds me of germany
1	great song quot seattle s best quot
1	taylor swift i think you re so pretty it makes my heart melt everytime i see your face
1	starbucks amp tanning good start for today
1	we are so happy to have you back in the tarheel state even if you are in blue devil country
1	not long till london baby and then the emirates on sunday yeah can not wait
1	i got back from brazil last week and everyone there is good here we are in full force preparing for the arrival of our boy
1	im good laugh out loud i feel awake
1	the lakers got it hahaah this is why i love la
1	pierce surprised me w 2 koi fish today he s the best did i mention he s remodeling the whole apt i m so grateful for him in my life
1	still up playin cards with the girls
1	i have a great fun day with my best friend watch pride and prejudice eat mcdonalds and taking funny videos
1	that was my favorite show series when i was little
1	good for you becca have a good sleep
1	yeah lakers i am so stinkin excited now the cavs need to shut the magic out for the best finals possible
1	go lakers go good morning
1	do not forget my dear you ll always be in my mind and my heart ok big kiss and special affection from me brazil i you  
1	wow announcement of new halo game from bungie halo reach this rumor was true too scheduled for 2010 xboxe3
1	oprah would have touched your feminine side today and since you love her som much i even dvr d it
1	im glad you had a good time i wntd to do something nice for you   and we did what are  you   up to
1	lakers up 13 at half looking good
1	it s just like school except there s even more homework and everyone s a lot nicer normally
1	xboxe3 gameplay looks awesome just as always from bungie
1	one more air crash air france aircraft from brazil to paris was lost in mid atlantic
-1	bye bye vegas helloo long ass drive home
1	i got your package wow i m so excited my very own one so do i plant it in a pot for now and water it till it grows
-1	we have soccer too the new england revolution aka the revs taylor twellman for the win
1	girls better do something amazing atthis parade most likelythey will just ruin thebeauty thatis goinon unfortunately they suck
1	your pages are being redirected to nowhere
-1	ugh ran to mcdonalds so hungry no time to eat
-1	has hayfever and can not be arsed with being grounded i hate it
1	loving life and loving you
1	i know i do not know why i said that
-1	yea man missing bck5 really hard i am at ma college of engg kothamangalam what do you do
-1	yeah the torturer lynndee england she s another sick puppy
-1	lame mom said she has to work all say on saturday
-1	i dunno how to use the forum and i get frustrated with it i ll miss talking to you on here
-1	my ninong mike died yesterday please pray for him everyone s sad about that facebook stats
-1	damn you   silverstone wotya have to hold the racing on the day i ll be travelling back from middle england booo
-1	continental check in at seatac was so brutal waited 30 minutes to get my boarding passes printed worse yet starbucks is closed
-1	poor cavs all that hard work
1	completely forgot that trav wanted to play xbox tonight
1	i forgot my iphone at home i feel naked without it
-1	going to bed early i got a headache
-1	worried about my friends who had a break in 2 laptops stolen nothing else ipod nano was left on the dining table data backed up but
1	prop 8 did not pass again oh my god why does it even have to go to a vote obama should just work his magic
-1	going to bed i am not feeling well today got a fever
1	i keep drinking coffee wishing it was starbucks
1	my dad threw me out i m at my grandma s tonight and i need a drinking buddy but i m in brazil not really around the corner
-1	exhausted and i have a brutal headache
-1	loss it tough for fans and lebron yes indeed
1	shiny new white 32gb iphone 3g s unboxing will need to take place later due to other priorities
1	jogging is not really that cool especially if you ve got a fever
1	waiting for him hopefully he gets on facebook soon something is wrong though some people can not write on my wall hope it s fixed soon
-1	i m stuck awake in the middle of the night for the second day in a row and i felt terrible yesterday
1	starbucks is the best i work there i should know what re you getting there
1	is starting to think obama was all hype same old politicians
-1	kelly clarkson cd is already in this is going to be a long ride to scranton with and i blamedrewscancer
-1	feels sad my best friend skippy is not going to be in london thanks for ruining that t
-1	i wish fallout 3 was on the psp but only because that s all i have with me right now
1	sweet new episode of cagcast thanks cheapy
1	really nice grettings from brazil playful i love goo goo dolls l
-1	gasps dananananaykroyd touring aussie grrr why always sydney and melbz for fuck sake
1	modern warfare 2 gameplay looks goood xboxe3
1	england have won the rugby they played like a well oiled machine
1	eating mcdonalds and watching be  work out yum i need to start working out flabs do not look good on the beach lols
1	magic vs lakers i kno my baby is happy but im so not interested in this match up I do not know who i will root 4
1	i love you mr president lt 3 my friend does not know about mr president amp she thought i said i love obama haha
-1	i m so sorry to hear about your dog
-1	still got the fever
1	guess i will go to bed cavs lost
1	ouchyyy booo headache going to beed right now even when its 7 42 oouuuch
1	and the west was won yeah lakers
-1	mr ipod is sick
-1	well that sucked
1	by the way i never imagined that i d have 111 followers thank you all even the robots
1	have a nice time work
1	so glad it isn t as hot today as yesterday yet still can not shake this headache
1	at starbucks with my new sister learning her new phone
-1	sounds yummy i hate now living on practically nothing
1	laugh my ass off im sorry poohpot i ate it all
-1	have a really sore throat and i think i also have a fever not good
1	ashton is going to be oprah all hail the twitter king laugh out loud
-1	listening to bjork s all is full of love crying
-1	3 month cancer battle
-1	is it raining in the north end too bad that has no effect on the record of dry days in a row in seattle we northenders do not count
1	this week is not going as i had hoped
-1	i m really cold i do not want to go to sleep yet but there s nothing to do
1	yes i think i might just do that hehe might watch sleepless in seattle my fave
1	just saw sunshine cleaning i love amy adams
-1	i m bored dude nobody wants to take me to mcdonalds
-1	i really do not think people choose to be that way but i think he chose not to accept my family s help he might be dead by now
1	im good mad my cavs lost
-1	i am so sad kutner was my favorite of the new team
1	i m gonna havta temp stop fllwing you   while you are talkin abt kobe bc i loveeeeeeee him amp i m taking it personal and i like lebron 2
1	ok bedtime for me we made it through another monday yay night tweets poof
1	a picture of taylor swift i really like this picture i have an exact one on my walls of my room
-1	anybody have advice on who to use for printing biz cards besides overnight bad experience amp psprint each biz card sep project
-1	listening to taylor swift her music makes me sad
-1	mcdonalds coffee beat starbucks by a mile in a blind taste test
-1	happy fathers day to all the fathers out there unfortunatly im not celebrting my dad died coz of cancer when i was 8 xxx
1	not in youtube but in dvd about the story it s mix between meteor garden and hana yori dango you must watch it
1	i had a dream michelle obama was stalking me she was trying to pin flower broaches one me
1	yay you found them
1	guipulp is open
1	i can not find my ipod just tore the living room apart and never found it
1	going to brians graduation wearing taylor swift s designed dress
-1	laugh my ass off my throat hurts man i told myself i was not gonna come back from vegas with an std rhis trip
1	you re soooo talented and i wish i could go to one of your concerts I love you miss taylor swift
1	i m in the same boat as you happily there is a mcdonalds close by so we can both enjoy a greasy breakfast
1	i think mary is working monday night too cavs need a miracle
1	it s bad for their little baby ears
1	i miss my ipod life just is not the same without it
1	i had my ipod to take notes i just have such a short attention span i forgot by the time my haircut was done
1	finally almost home
1	yeah dutch people are up as well say hi to sydney for me
1	i wanna be in a punk rock band again
-1	is running a fever after last night sad face
1	facebook is freaking out appare notly i have no friends yesterday i had 642
-1	i just found my old broken pink ipod nano poor thing
-1	sorry hear bout the cavs
1	you know twitter is going places when oprah starts tweeting oh and larry king
-1	damn booted up the xbox for the first time in ages and live is down for maintenance
-1	i should soo do that but i need to get back to england as soon as possible miserable in texas
-1	way sunburned if i ever get skin cancer i will credit pool volleyball
1	nice skillz nick kiss  love always marjorie amp jemimah sydney australia
1	wow this ubuntu feature is really cool again got more
-1	my bathtub drain is fired it haz 1 job 2 do amp it iz fail i got all drano on its ass amp iz still not draining i wanna shower dangit
1	wow all i wanted to do is see taylor swift but of course shes sold out
1	lead me to the cross is one of my favorites great job d
-1	more depressed than you could ever imagine that i will not be going to vegas i hate having to be financially responsible
1	lakers worldchhampions wooo dangg the quot laker parade quot was straight up crazyy ahahaha
1	in mcdonalds wanted to see star trek but all late times
1	this is wario i wish there is wario land game in psp i miss this game last time i played it was wi photo
1	i have to wait till next week i get paid on monday
-1	smugness gone my train also failed to turn up so i m heading for victoria followed by an unpleasant tube ride to the city
-1	gots a headache and baby eric s got a fever crying fussy baby no fun
1	tried it allows only chars numbers and underscore i ll go with jankowarpspeed
-1	cancer is such a deadly horrible disease we need to unite and fight to cure cancer for all to many people lose the fight so sad
1	what you know about them lakers haha yeaaaaah baby
-1	lebron was tired you   can totally tell by that he only got 25 pts his attitude he was so tired angry s
-1	i hate having my eyes dialated i have a headache
1	sitting at mcdonalds while jc amp bethanie play in the tunnels and i miss my wonderful hubby
1	found out that was not really tweeting from the space shuttle it was just someone nasa bummer i was so diggin that dude
1	no more orange drink at mcdonalds
1	up holding rae she just threw up all over me amp has an underarm fever of 103 8 please pray for my sweet girl
1	he was also in sydney too
1	i want to move to london
-1	i m doing the time warp without you and am sad
1	waiting for taylor swift to follow me so i could message her wish she would but im sure she wont i want to talk to her soooooo bad
1	aww do you really work in mcdonalds
1	watching you belong to mee video taylor swift is amazing love her my new idol laugh out loud
1	l a vs orlando i have faith in l a lakers i m a true fan go lakers
1	hey can you tell me if we can use xbox 360 to use twitter as tickers popups that would be sweet
1	haha realized today my dad says quot back home quot not quot in england quot i like that he has his priorities
1	listening to love story by taylor swift in the car and singing along
1	youtube and facebook for the win
-1	red devils champion of england for the 3rd time in a row next stop cl title
1	not this year mr lebron james hahaha
1	is humming quot hey stephen quot taylor swift
1	i loved today
1	i saw that earlier on darker sights sounds i subscribe to that blog in my google reader yummmminesssssss
1	we are on board the mini stored with the other minis england here we come
1	all rockstars are back home while some of us freshen up others watch magic lakers game then we ll celebrate sweden rock in florida
1	going on the london eye today wooooo going to take lots of pictures so add me on facebook to see them when i tweet that i m back okay
1	is going to picnic it up then watch game 2 of the lakers magic series go lakers
1	what do you think of kelly clarkson her new album has been pumping through my mp3 player for weeks now
1	what an awesome day boy am i grateful amp blessed and i know it
1	my dude ima have the pics up soon prolly facebook
1	laugh out loud like how good kobe iz laugh out loud and its gunn be the lakers amp cavs in the finals
1	first day of shows is done and looking forward to lakers very  magic finals
-1	wow lance great pic brother you my idol my mom just beat breast cancer
1	hi carrie how are you girl brazil love you come visit here have a nice day kisses
1	nice my contract was extended for another month
1	oh my god well here is the best news of all time in brazil with mcfly look at this boys
1	hi nicole glad you loved sydney was amazing working with you the other night at 301 looking forward to you coming back
1	i know am the owner of the ultimate ipod thanks to my music collection is quite serious that is all good night folks
1	i ve got a new toy and have joined iphonedom i love it
1	just downloaded taylor swift because bauer has got me hooked
1	think of london and you ll survive can not believe that it s less then a year until i graduate london here i come
1	i totally 4 got about golden girls that is a great show
1	great time at with amp now i m out for a bit
1	my lakers won now its time to see magic win against the celts
1	taylor swift s songs make me happy i do not know why haha
1	starbucks with the soon to be bride and her sister
1	going to the sunshine coast on thursday should be pretty awesome i can update my tan
1	a few more for you to follow welcome to twitter mums
1	instead i told my mom to go to mcdonalds hahaha
1	home just in time for chelsea lately
1	i think it s awesome that has more votes than on the tweeterwall keep up the work
1	thanks for the twitter add sunisa i got to meet you once at a hin show here in the dc area and you were a sweetheart
1	lakers for the win babyy my boys did work tonight
1	demi i ll deff see you on brazil s o paulo on the show amp amp stage so excited
1	anyone else love the fact that they lakers are not even playing tonight but kobe is 5 on trending topics
1	i got work at 8 30 so i m going to bed now i shall talk to you later have fun doing your project starbucks date soon
1	girl what are you contemplating we are going to vegas the concert well that part is up in the air haha
1	awww thats my job im like mcdonalds girl i love to see you smile
1	i think even the coolest people have a geek inside waiting patiently to get out
1	honey you re not only on the 1st page you re within about 100 votes of obama rock that grass skirt love
1	very nice pics such a cute family
1	goodnight and take care
1	does not make you look fat at all man good photo
1	im not gonna lie i absolutely loved jonas hahahaha those boys can do no wrong
1	will you watch green day on uk this year can not wait to see them in brazil billie is trying to learn some portuguese
1	sooo excited i just bought tickets to taylor swift ahhhhhh
1	liked seeing president obama visit 5 guys
1	congrats on 100 000 followers wow almost 4 times of what i have
1	i heard about that contest congrats girl
1	hi amy i great i took a vacation day today in order to attend a executive committee meeting tonight obama makes me so proud
1	thank you donna
1	starbucks then schooll happy last monday of middle school
1	yup i m seeing them in august woot woot my first concert was with corbin bleu drake bell and aly amp aj
-1	feeling bad my stomach hurts going to have lunch and watch oprah at 3 o clock that will make me feel better
-1	working again today i have not had a day off in over a week i m so sick of starbucks
1	loves chocolate milk and that is girlfriend yeah
1	i voted like ten times
1	i was not worried about xbox live s downtime today until i realize i also will not have netflix on 360
-1	is lying in bed with a babe
-1	watching that 70s waiting for my headache to go away lasted all day
1	england trip update just saw stonehenge and now heading to london
1	we found a great chinese place to hang out at
-1	just got done watching the new house episode definitely one of the saddest episodes ever
1	was intending to finish editing my 536 page novel manuscript tonight but that will probably not happen and only 12 pages are left
1	just had a martini myself
1	is going to vegas but wanting to go to seattle
-1	my doctor told me to stop caffine i m like a tea amp coffee fanatic and now everytime i pass a starbucks i cry
-1	why is that when you have time off from work you get sick
1	i want to keep following you   but all the repeated tweets you   do are  outta control
1	i know right i dunno what is going on with twitter
1	facebook does not load
-1	what s wrong with lebron james
-1	wishes his xbox gets error 74 nd then he can send his xbox to germany to get it fixed for free rather than 2 red lighting all the time
1	i guess this means no cavs championship t shirt from
1	can not believe i have to wait til thursday to see my cavs play
-1	oh my god i really want to go to bondi beach in sydney i m so jealous of you people in australia
1	i m getting stuff ready for my super awesome day at sydney and meeting with john green soo excited
1	give me good songs for my ipod please
-1	michigan who i do not know them sigh shameful
1	it s a feat of usb engineering makes every day a party
1	is phoneless now off too sleep
1	oh my god quot the reader quot is making me
-1	my facebook friends were pissed with my tweets
1	love the quot cello cave quot i saw you at convergence 13 and am glad to find you have a twitter keep on being awesome
1	i do not see the big deal with this website
-1	in desperate need for iphone money srsly me needs a phone that works and itunes money o
1	hahaha aww i wish i could come but i have work boooo
-1	im so tired of work i need a life
1	back from school no more school for two weeks
-1	heartbroken over little sandra prayers are with the family
-1	oooh dowry is another topic we cud debate 4 days and end up confused i failed miserably in all my attempts
1	shaundivineybradiewebb dang it 1st sydney show ss sold out my driver did not get ticket lt 3 angel swoooooooon lt 3 him x10000000
1	home for spring break no one is home tho
-1	ugh i remember why i never eat mcdonalds anymore because cancer tastes horrible
-1	nasa managers have decided to postpone the launch of space shuttle endeavour due to the hydrogen leak
1	i d share my latte with you just got back from a starbucks run myself
1	mannn what the hell i went to 2 mcdonalds both credit card systems were down no mcdonalds for me
1	i think my iphone was thinking the same thing because the next song was cake i will survive thank you
-1	oh oh hayfever attack coming on
1	we have here that being sussex in england absolutely loving it
1	writin my 4 pages of notes for my media exam this afternoon while listenin to keith urban taylor swift n dierks bentley
1	when is the announcement i stayed up late last night
1	time to break out howard s puppet bye bye lebron
-1	i want to see king blues at the quot electric ballroom quot in london but ill get crushed i hate being a 14 year old that looks like an 8 yr old
1	thanks congrat s on your team s win today
-1	down with a nasty fever
1	watchin oprah then workout time need to get my butt back into my workout routine
1	hey tomorrow is your mom s birthday right tell her happy bday for me thanks is she going to be on oprah
1	a word of caution for would be mcdonalds free coke cups collecters the glass is not the same color on each cup we have brown and purple
1	no i will not be able to go are you going to the taylor swift concert
-1	if i am going warsal that means no church in the morning if i do not go church but i think it imporant to see my nan coz she go cancer
1	still recovering from a longg morning yesterday at the today show with taylor swift so funn
1	i wish i was as cool as you
1	just got back from market market bought the 8gb memory card for the psp already
1	on the train on the way into london to then get another train to see his bestest friend
-1	watching the game on youtube they need to come out with their dvd series already fuckin havin to wait for this shit to load laugh out loud
-1	long night i feel terrible because i did not eat before i went to work headache muscle aches and an all over quot crappy quot feeling sucky
-1	lebron you   fucking suck
-1	i am sad about innocent selling out too
1	doing beat the bridge race in seattle this morning should be  beautiful
1	made my evening starbucks barista complimented me on my hamsa scarf when he heard i designed it and sell them on etsy he was quot wow quot
1	congratulations tht makes a lot of us very very happy
1	good morning you sound very chirpy
1	good post
1	two major blasts from the past peeps today on twitter and facebook fun
1	best quot i want to fall in love quot song for today taylor swift s fearless ahuhuhu
1	as a birthday gift i took my sis to starbucks for the first time shes gives it two thumbs up
-1	it is still only 1st coffee of the day for me happy tuesday off to see jeff dunham and achmed the dead terrorist tonight
1	this friday as in 5th june friday argh oh my god which website im so excited
1	is interested to see what sony plans for their e3 conference they might get a new psp customer out of this is in me if it s good
1	sounds good to me a national beer day now can we do this over here
1	starbucks what s your favorite drink i gotta tell you i m more of a dunkin donuts man
1	follow gt one of the friendliest most forthcoming people on twitter mad love followfriday by the way cavs stay in
1	ouuu can not wait for psp go i hope kingdom hearts is made for that instead of normal psp cause this is so much better
1	morning tweetland a long day ahead hope everyone has a great day
1	i ll look into that cho i personally like strawberry but i m going to become coach soon
1	i love miley cyrus and taylor swift theyre music always makes me feel better
1	i looked for too after she mentioned that she tweeted on twitter and found her too have a glorious day
1	the only tweet that could top this would be a dm from president obama asking me to become the czar of youth empowerment
1	yeah guys i will totally bring dublin to the party he would love the company
1	home sweet home after a long day in d c with bennett i had so much fun i saw the original obama quot hope quot picture painted on newspapers
1	psyched about my starbucks card thanks lynn
1	woooho they get better and better i m watching you are videos on youtube right now haha as i very 
1	no problem gurl that was a great show
1	goodmorning cali hi to my vegas family
1	the new story of your life will include magic fountain with me
1	connection s pretty good in sydney today maybe you should come down for a visit
1	i am heckling some lebron fans at the sportsbook oh how sweet
1	i m very tempted to buy it on the psn psp in hopes capcom will follow up with a re2 release
1	well in that case you know what i mean hahaha i love a good fill in the blank with the role of your choice
1	watching funny youtube vidoes
1	is loving the new taylor swift song and has renewed love for last kiss by pearl jam
1	i know i love the song hello seattle
-1	i m glad you were disappointed and the lakers destroyed them
1	your telling me just finished doing 200 crunches step it up diddy lets go
1	hahahahahaha seriously uh well we can wait 4 michelle 2 get here and we can go get something from mcdonalds or sonic either 1 its good
1	yes we all want to see all the pics i see a facebook album in the future
1	hi kenny welcome to twitterville and get ready to waste tons of hours having fun on here see you   live at 5am on q13 fox
1	another gorgeous day ah see england is not always that bad
1	god its so depressing to be back in england after a brilliant weekend brilliant do tho and my cousin looked really nice on her wedding da
1	i want to go straight to south of brazil i heard that the average temperature is 5 celsius
-1	ughhhhhhh youtube quot down for maintenance quot totally in the middle of watching something
1	your iphone got shipped out but apple but a hold on all orders til friday anyways
-1	argh why does megan have to be in sydney i have no one to hang with tonight
1	sweet dreams o you did good with your quot tweets quot
1	that youtube link is not avaliable in england kisses
1	inspiration is 98 hard work 1 luck and 1 youtube
1	the magics are not having it gosh lebron
1	had the bestest day in london with dominic
1	lakers are going to the finals amp i hope its vs lebron amp the cavs that would be the ultimate nba finals
1	oh that is so close to being a dream lineup for me will watch it if when it finally shows in msia if not youtube
1	may be going to london next week
1	love all the drunk pics on facebook of me
1	fox and hound for the cavs game rise up
1	ready to win tonight
1	matt came to visit can noton with him for dinner then prolly stopping somewhere for drinks and the cavs
1	playing and singing some taylor swift on piano she writes realli beautiful songs
1	let s go lakers kick em in the nuggs haha
-1	those who picked the cavs are so awwwwfully quiet now nananana nananana hey hey goodbye
1	you totally own3d congrats
1	bookin a hotel in sydney this week for july 10 hehe yess
1	rolling down the windows listening to music amp enjoying the new england weather
1	oh and good to hear from you again i m taking some students to sydney you should join us for lunch dinner if you can
1	uploading pics from sunday night out it was a good night lots of fun and i got to know my boyfriend s sister better
1	sawzy is helping me pack for vegas
1	hanging out with emily i love her she s wonderful
1	is home hmmm how lovely to be in 85 degree weather
-1	you know you broke edge in vegas happy 8th year brahhh
1	im eating a chocolate crakle i bet you all are jelous its a mini party
1	sydney aquarium is the best place in the world when youre done walk over the bridge and go to the mall yyy
1	yayyy laugh out loud i just requested herrr what did she say
-1	ill always have your back
-1	ha im soo obsessed with taylor swift s album she just soo talented
1	ok all off to sleep on my magnetic mattress grin  night all sweet dreams
1	thanks special 72
1	hahaha i so should of but my nails were wet hehe but he was helpful he flipped the magazine pages for me
1	taylor swift was quot in quot twilight haha was not expecting that yay twilight and miley cyrus
1	yes i m going to kenya in august for 10 days w tumaini international loving on cute aids orphans so excited
1	i think you   should come to south america all your argentinians and brazilians fans are going crazy hahaha please reply
1	day 2 is almost over i can not wait to eat wade hehe
1	yeahh email me it i will ship out the blanket and a few lil extras thank you sooo much
1	thats bc you   love the cavs laugh out loud wink wink
1	done with all preparation starting revision now i have my signals ans systems exam today wish me luck people
1	thank you for the kind words i appreciate it have a great night
1	whoo lakers won now i can breathe haha
1	twatlight loool i know now they relate rain to it haha thats why i wanna move to england is always cold
1	oh and i like your new hair too i think it really suits you
1	can not wait for the lakers game tonight
1	just got home from soccer mcdonalds is sooo good
1	hi dianna this is so cool i just recently started twittering
1	gosh i love taylor swift in the least creepiest way well maybe
1	hi you re awsome okay  bye
1	does target ship things to london thanks so much im such a demi fan shes amazing
1	oh nooo demi in seattle two days after we leave
1	i wish there was no rain i m hosting a party and at 5 am this morning i had to hurry up and get it set up indoors instead
-1	no launch nasa sucks share the pain with at
-1	i feel unloved dropped 2 tweeters
1	totally looking forward to my adventure day with tomorrow lakers zac the hood saywhha lt 33 night kidzz
1	thanks to my new followers
-1	is at beso in hollywood so tired
1	yayy just got my ticket for the what happens in vegas tour
1	missed the taylor swift special on nbc cause i was at work
1	i have a surprise for you when you   come to london cnt wait to seeya lt 3
-1	dropped my iphone now it has a horrible scratch think it s trying to commit suicide because it knows it s not a 3gs
1	wow wife s weds surgery w complications grandpa passed away today now 5yr old is running fever can i get a do over for this week
1	it stillllll has not arrived
1	i think all musicians should release instrumental versions of their previous albums like taylor swift did i love instrumental versions
-1	i m tired i feel like crap and the world feels all crummy make me happy usb disco mouse
-1	okay my computer officially hates me can not go on the internet can not render vids on sony vegas ugh
-1	moments away of ending our 14 year wait to go back to the finals sorry lebron had his chance last year our turn now
1	good morning i finally have a fever to go along with my colds might have to skip rehearsals tonight this sucls
1	just listening to my ipod the climb wel it just ran out of batry
-1	has a massive headache
-1	is strangely sad about lilo and samro breaking up
-1	promotion was pretty boring im gonna miss some people im so fuckin sick my head hurts and i gt a fever
1	so true i have it and do not use it
1	but im not feeling well mommy
1	i hope since is friends with she does not make a call to get me destroyed herebeforeoprah
1	going to pick up in a sec its our anniversary today
1	got me a spangly new psp 3000 today in mystic silver with a copy of resistance retribution happy bunny
1	slow unproductive day at work today i guess i ll just try out marvel ultimate alliance on psp
1	thank god it is friday it s been a long long first week back at work wish i were on line for the new iphone squarespace unc
-1	damn it 150 on xbox but lets see how much it really costs in vegas
1	l want but i can not sleep
1	laugh out loud tru dat thanks bro
1	at work ready to start my day i miss my babies already what am i going to do without them for 6 days while i m in vegas
1	anyone using tweetdeck their latest version update v0 25 1b still does not allow me to response facebook status
1	are you gunna go shopping happy london rocks for shopping kiss 
1	awww does not work on iphone yet hurry up youtube
-1	my dog has cancer
