Overall	Text
1	in the past 24 hours i ve eaten megabyte pizza a w mcdonalds three times kraftdinner and starbucks whistler was a blast
1	haha giselle just replied to my text and said fuck yeah i love everyone grinning
-1	dispatch from darfur rt valentine party behind barbed wire sandbags nevermind unamid armed bouncers their weapons do not work
1	hee nah since my rny one glass of wine oh my god i m gonna take my shirt off dance
1	i m always gonna be here so get use to tha face
1	rt 5000th tweet soon just about half way towards reaching my standards
1	had been to office today feeling sleepy now
1	time to say goodbye
1	so do you speak very well do not you use the google translate yeah i wanna someone to practice
1	just voted joe jonas on who is the cutest guy in disney channel vote too
-1	awh that sucks sad i m currently working on my biol assignment feel free to do it for me haha happy
-1	couldn t stand the dirty house any longer so husband who s home every morning is going to chess tourney while i stay home clean
1	yeah i totally agree too and they both work so hard
1	i ve got a feeling this is mexico s year
1	rt 2nd funniest guy in da nba check it out
-1	yeah google for sure now jus a lying cunt like the rest of em oh well will def try to make boots reunion you going kiss 
1	uk afghan mission going to plan
1	it took me a few hours to get my hand un glued from my face
1	hopin one day you ll come and sing this song with me i wrote this song just for you
1	rt hi sweetie this is your holiday you were named for it make it a special day tu for the rt amy hugs to you
1	check out my blog
1	the one time nascar should step in today they don t
-1	my very  day gift cartoons bed rest lame sum time 2day he will be  rubbin my back tummy happy
1	very  day gift 4 t planet a guide for mass meditation for global healing green meditation earth eco please rt
1	babysitter check day with my honey check nothing else matters except the kids that is
1	hubs hon if you do not have something nice to say daughter then she d never say anything
1	i wish i might have to quiz you after especially about daniel burkas talk
1	rt okay this is like my 100th tweet for nelena4vday still not on tt really
1	more meadow thanks to
1	i wanna meet so i might have to come to my homie jheri party
1	they probably just want to draw people in and then when you re there they ll tell you the real price
1	thanks for the rt heidi
1	doing my annual valentines day reflecting and i ve really only come to one thing
-1	me too i m disappointed expected better from the dunks
1	y nt its vday heather i dnt hve a valentine sooooo i gotta gt sum1 wifey
1	open question my psp home button opens but dosn t work
1	i gotta go now breakfast take a shower and stuff
1	louis armstrong has a new song coming out
-1	rt lilduvalsarmsso short he do a hand stand and scrape his head on the floor
-1	video on the 18th whoa i gotta outswag all the other people gettin cameos what song im wearing a poncho to you are shit
1	that s true on a related note do you know if susan boyle is on twitter
1	not feelin so good
1	at least you know rt but i m not getting him a real gift on the side like he got me that s fcked up right shrug
1	rt women are always moaning about the things guys will say to get into their pants bitch try being a successful dj
1	i m just going to bed i think i might be be  polar
-1	i have some of the weirdest cravings
1	oh my god i dnt know why but i really want to watch mouse hunt
1	rt this might fuck up a future collab but this dude usher look like a gay urban batman in the all star game show
-1	still sick coughin up a lung at this point but i got things to do later gotta make it work
1	haha i ll pinch the cheeks of a 30 yr old pshh you look about 21 am i right
1	done cleaning all i have to do now is go to the dr s and watch coraline
1	yeah i ve seen it a few times now lool they re looking like their having the time of their lives chillin with vanilla ice laugh out loud
-1	noah is rockin out to imma be i hate this song but seeing him dancing makes my day happy
1	just for the banter i guess l what train do you get
1	ok back out to make more hay while the sunshines isn t it a lovely day sacramento at least the ghetto bird is gone
1	lookin to feel my belly wit that rallys bullsh t that s what i get for not thinkin like an outkast
1	cant find my wallet eeek
1	should cheryl give ashley the boot
1	i pleasee live on
1	rt laugh out loud rt and by the way i just heard the best quote ever people plan and god laughs ahahahahahahaha snaps
1	he s a brown puppy with heart filled collar o and he s loving and kind laugh out loud laugh out loud
1	he s also the one who made my blade in flash
1	same here just making my radio station hope people will listen to me
1	rt rt everybody check out my new video rapping to video phone re tweet
1	uhmm my followers number is decreasing makesmesomad
1	you must share that info i need to go
1	crisis solved it was my dad wow dad
1	looking forward to rt london fashion week invites thanks to everyone who has contacted us
1	the princes are royal beauts
-1	clear skies but really cold
1	chillin in my set
1	said he s sending me an 8x10 framed photo told him that ish will not go up in my house he s got a better chance with a 4x6 justsayin
1	i know you do bb that s why i do it all the time
1	alright the norwegian curling team s clown pants have got to go make me queasy
1	the thought of an all nighter makes me shudder i d be sleeping for days days
1	looking forward to plymouth tonight
1	i love you so much baaahahah just about everything you say and do cracks me up we need a date as soon as possible
1	about to have alot of bonding time with at the hump
1	obama better start breaking kneecaps and time for obama to go gangsta on gop the headlines from the
1	man you re really taking an orthodox position on puns
1	oh my god a tweet frm yayyyyy tour time hey yawl i am her support dancer so ff her please and support cuz she has intense talent2
1	oh my god simran i found this for you in iceland
1	even when i m at home i feel like i need to get it laugh out loud its like my tuesday internal clock
1	you said that i said so but in fact i didn t how can i understand this
1	iloveitwhenjustin does not reply to me dm me retweet me nothing i love him so much he never notices me one day he will i know itlove3
1	rt those sound sooo yummy rt
1	going to sleep doing homework and watching olympic curling and hockey all day tomorrow 3 30 class you ll be skipped i bet
1	tu ano yojopochile come watch and chat with me
1	cleaning my room heres a before picture
1	no thanks rt hey please follow and i ll folllow you back thanks love3
1	that s wus up i have 2 this weekend so ill be in preperation tomorrow do awesome and you   need to hit me up more on here
1	you re penciled in my calender
1	indeed and you re tiny which makes you very squishable dontgetsquished
1	why yes i think i will have a two hearted thankyouverymuch iwillbenicerthen
-1	rt talk is cheap any1 can afford it its the action that pays off
1	ever since we learned about bob dylan in popular music and society i ve heard him on the radio everyday i sure hope this trend does not end
1	so glad ex service men women and currents are against this
1	i found out my ex is engaged he had the nerve to say it coulda been you o o the arrogance of this dude is hilarious betteroffsingle
1	rt rt no problem happy you do music kiss  hw cn you   nt knw who cont
-1	rt ight ded ass imma burnt shit now ight bett that s what i said right byeee
1	it s entirely your decision but i think it will be gangsta for all her barbies to have it a lot of us already have them
1	this is all yours you re the owner of this world
1	a day of writing about us foreign policy and gothic story telling awaits best not get the two mixed up
1	also trying to upload dance vids but they re avi files and i can not work out how to convert them to mpeg so its taking time
1	rt oooh i m at 1 973 now not many more and i ll hit that magic 2k followers wink
-1	laughing my fucking ass off we do surprised i think its cute too grinning
1	i think we all should get over j s hair for a while yes he cut it shaved it etc and well he s the only one cont
1	ummm ultravoilet nothing but the truth adventureland chicago and nine ahahah
-1	there comes a moment when you have to stop revving up the car and shove it into gear
-1	i was hungryrt grubbing
1	cez halts approvals for solar wind power plants solarif
1	me my pile of fresh smelling laundry are waiting for dwdd
1	q ash wendsday is one of the biggest christian holidays a not for baptists but thanks happy
1	ohh that is waaayyy tooooo long i need sleep and i need it now
1	if you re shopping at walmart your paying too much
-1	pink diamond g shock oooh take pics i want to see happy
1	you do not walk into love you fall head over heels love i listen to his heart beat because it plays my favorite song love
1	me too rt i love the smell of chlorine in the morning
1	oh my god jeremy scott just came up to me to take a pic i m stoked it s got to be the jacket
1	january giveaway wrap up and more freebies for new subscribers
1	wherever you go no matter what the weather always bring your own sunshine anthony j d angelo
1	thank you i told him its his birthday he said no its 2morrow laugh out loud
1	rt laugh my ass off on second thought you just may be right laugh out loud told you   laugh out loud
1	be back later ya ll talk to you then
1	yes rt am i the only one who wants tyris thomas to stay with the bulls
1	i might have 2 take a trip 2 east 2 and watch or join one day lmaoooo twitterafterdark hahah im going to bed
1	hey eric i think if you did more freeruns you would get tons of views an youtube
1	sooo looking forward to seeing tonight
1	oh my fucking god today was awesome i never thought i d say i had fun at school laugh out loud but i did oh yeah nerd in the making
1	mr riguman
-1	ughh my tweet was too longggg and they shortened it
1	yup and much more we have integration with linkedin facebook twitter not to mention fast search etc
1	iran s brinkmanship is paying off nuclear iran
1	q how old do you have to be to purchase alchohol a 18
1	beautiful morning special hello to the kids at 35th street school we see how hard you are working
1	house now full of sons and husband there ll be no more amoking for now
1	rt atlchicks ain t shit thats why i m in indianapolis yeahisaidthatshit hey my bestie is from atl she s a really good person
-1	laptop has no charger i cannot do my composition remake
1	my stomach is off the fuckin wall you   wudda thought i ate vans
1	i would never call myself jonasfannr1 cause everyone is jonasfannr1
1	goodnight world neeta copy poa and and and q7 8 tomorrow shhh haha
1	rt i know you   got my mufuckin text i did
1	cool i want to buy a bb but are they hard to modifyy
1	i fell asleep txtn my bb bb las nite i thank i ean stalked him in my sleep zzzbb bbzzz bwuahahaa
1	you should give it to me because i know the truth behind the morrigan
1	shoutout to all mha new followers
-1	oil drilling off the falkland islands will begin next week despite argentine opposition the uk territory s go
1	you can start the one saying no
-1	rt if you have to apologize for sex addiction i guess i need to talk to the hand myhand
1	i am sooooo excited i can not wait to see it
1	to be quite frank i m extremely brittle right now that is all
1	rt goodnight my luvs everyone wants to be somebody but nobody wants to be themselves
1	if you re interested in promoting your twitter profile you should check out featuredusers com
1	im off to wigan this weekend to watch tottenham first away game in agesssssss and taking emily with me wooo kiss 
1	the ultimate super soviet russian team sure has been scrambling the last few minutes
1	it s not about grief but about how great it is i loved it so i went twice to the movies and being a student i have no money
1	my g whats goody whens your lunch
1	no you wont pointed out that a few others are using it and its an adjective but whatever
-1	wish i could be at the talent show right now but i have the worst sore throat everrr
1	i m lip syncing to the song
1	help me i need someone to unbore me
1	me is going to follow her tumblr hehehe
1	now you ve shattered my illusion i must go to london town and see what the real people are like
1	thankyou for the song
-1	i feel like everything i have ever established is worthless
1	ppppprrrriiinnncccee i m sahana how are you please reply me and thanks for my list you rock
1	chinnes take out tv and computer this is the life laugh my ass off
1	giant rabbit the same kind of rabbit as what we had but 3x bigger
1	i feel you   my dude only way
1	follow and i ll dm justin for you the first person who tells me that they followed her i ll dm him for ya wink
1	rt you do not have to ruin the beautiful petals of a flower because you know from the start that i love you more love
-1	02 20 2010 police commissioner says christianity does not make the police soft and meek times of swaziland
1	i watched 18 episodes of the office today tonight feelit just a few more to go and season 5 is done
1	want to escape from being among the 95
1	rt ck out my song beaming ff howard roberts the lady wants to know comes to mind
1	ciee yg di sitnii how s the weather it s raining cats and dogs n elephants n dinosaurs in jkt haha lebay mode on
1	new track by p p ska named ass o ass is going to crash the charts at least you will see a video clip on it in april we hope happy
-1	laugh out loud can not really say much my mom likes horror movies the gorier the better laugh out loud
1	is shattered and off to bed after an evening with dave and george dave being a tv channel and george well not
-1	i live my life just like a robot always doing the same thing everyday and i m so sick of this for my godsake
1	shoutout to the new followers especially the 900th follower
1	you totally can come i ll pick you up in uh my jet you know wink
1	netflix goes down hopefully your friday night plans didn t consist of streaming a movie via netflix becaus
1	youknowitslovewhen fate does not want you to be apart happy
1	i can never keep a straight face when im taking pics with people
1	or she give you   head while playin or watchin the game woot woot
-1	singing helps stroke victims regain speech
1	govegetarian simple as dat i m on my way to vegan just goota learn vegan chocolates
1	at last my myspace keep receiving friend requests yeah hop out of the bed man hehee
1	this is the 1st time i ve watched my brother play cod and remained silent laugh out loud
1	when i got on earlier i had 269 followers now i have 327 thanks to the people who gave me shoutotus you know who you are
1	rt arg true blood season 3 is set to come out in june this year that s soooo long to have to wait
1	yes thanks for the tip
1	girl you   need to need to read just old dude tryna roast me but go through my page
1	make big part time from home working on the internet get complete details now
1	my friends and i noticed that too haha
1	that you   know of i m sure one of the dude building it crapped in your toilet and took a quick shower afterwards
1	the same thing that my boys do i bet we have to put patches on patches
1	oh my god i m listen to conspiracy theory surprised no words for describe it you rock happy
1	yes i agry
1	rt school helps children with autism make giant steps
1	rt jackie o smashes carried off her ankle bandaged we hope you are alright girl mdl
1	ermm thats i did on mine laugh out loud right just click on the tweedy sign and its says allow and it should be alright kiss 
-1	with brooke justin latttter hit the celllllll nigga
1	rt imattractedto men that ll hold you down no matter what
1	ok so i thought this may happen but does the job offer prevent me from continuing my application up the road
1	remembering watching the movie percy jackson and the olympians i would not say it was bad it was ok but leaning closer to it was good happy
1	where are you at with chick fil a ma am laugh out loud rt chick fil a on deck happy
1	hihi rt i also see her rt i just realize that one of my lecturer is on take celebrity out oh my god
1	giggles and runs fingers through your hair looking at you we were very hyper o o
1	stop hating on she is the sweetest most down to earth celeb i have ever met i adore herlove xo
1	im not sure he was at magnatizm but give him a call he does good work an he wont ry to bust you are head
1	ufo done my first try at fmq
1	i need a video camera dm how much you   want
1	yea thats the one
-1	i know oneofmyfollowers goin to say sumthin bout my goings on tonite but hey villain in the name for a reason
1	brothers and sisters star dave annable gives diamond engagement ring to odette yustman brothers and sisters star
1	its been on and off on my computer and i always make sure that my results are never filtered
1	rt superballintweet micheal jordan asked for my autograph
1	a big thanks to everyone that came by the twirp booth at the texas webeoc conference we re now focused on the rocs that are coming in april
1	today is not my best day
1	is funnnnnny i was shouting by the way
1	im going to the 25th one in chicago
-1	winter is a stayin in lhude sing goddamm raineth drop and never stop and still the wind doth ramm roll on march
1	i m proudly wearing my shirt underneath my chef coat today
1	i want my bedddd
1	randomly nowplaying summer sunshine by the corrs reminds me the days i liked this song 2004 2005
-1	it rocks it rocks barkley rt the continuing saga of what he had 4lunch today
1	i m gonna start hunting girl scouts down so they will sell me some cookies
1	allready up and running have to do some stuff today but first a breakfast
1	rt in each other s eyes we can see the entire universe all the mysteries of the cosmos and the other side of our soul
1	university websites have soooo much information not my favorite to design but man is it an ever going learning experience
1	imtiredof winter and snow
1	thanks for the rt
1	guess i was not enough
1	me and are going to the movies next friday xdd
1	rt marijuana in its natural form is one of the safest therapeutically active substances known to man
1	bout to watch batman begins o yea
1	waiting at luna park for paramore and almost here happy 6 people in front hell yeah
1	rt there is a 50 off coupon on our google maps profile go find it
1	i give up studying i gotta write this paper
1	rt oh my god bow bow whoareu if you   aint heard futuristiczoo lets go retweet
1	good news wink rt apologies for the delay in responding to your claim due to th
1	i really do not appreciate how jeanmarc johnmarc you   get the point followed me without tellin me and i was tlking about all types
1	i think i accually want to go to school hm
1	nah i had it i just had it taken off in the other pic
1	let s see twitter or homework hmm is that even a descision
1	laugh out loud really yea i been born and raised here hehe im a southern girl at heart too happy
1	i need your help please join my clan
1	lucky you i m dying to read the passage
1	i was gonna talk to you   bout that cause i wanna buy my miniplan i think its the 21 games one in the lower reserve for about 260
1	i feel like i m getting a fever again this can not be good
1	lookin str8 ahead no time for looking back going to my sisters band concert today aww family time laugh out loud happy
1	and all the rest of his movies
1	listening to the new joanna newsom cd and taking a quick snooze
1	heeeey can you please help me get to 4 000 im so close
-1	yeah i ll be away 10th 17th i m so worried i hope shes here before the 5th but after the 1st playful haha
-1	lies on top of lies smfh
1	alright then thanks
1	i need to bring up my grades bahh
-1	it would appear that my account has been hacked fuckers
-1	andy hundly got head for 5 and then punched the girl in the face left her 3 and dipped rtrtrtrtrt
1	lopez tonight baby
1	i always say twat muffin that s kind of like twat waffle laugh out loud
1	can you tell my mom to be here at 2 15 please
1	you are typo guy today one in your tweet and one in your 2nd paragraph
1	i just updated my background at also customize your google start page at
1	not sure of those details but nothing gets my blood boiling like property taxes pure theft
1	rt time is college really nec for everyone i say forget about be  a now you need a m s to get anywhere
1	hoping for no school for i can sleep all day and nighttt
1	blogging for businesses results in 55 more traffic 97 more inbound links syscomm international
1	actually the scenario you are positing does not work when lappy checks in from xternal ip they know it s not at school
1	oh my god the wall turned out looking gd
1	i have not forgotten about sunday morning praise praisehim
1	first thing first well you know what guys i m still confused about how to using this page nyeeh so maybe
1	i am so very glad that you died of laughter grinning
-1	shot man was stripped and bound
1	rt will isn t it sad that were gonna be remembered as a generation who loves sparkly vampires me i loooove sparkly vampires
1	some people are making such thorough preparation for rainy days that they are not enjoying today s sunshine william feather
1	blanche norris graham and to some extent steve macdonald are the funniest characters of the last few years more please corrie
1	crazy to think that i went into labor a year ago today teagans birthday is tomorrow but today brings back a lot of memories so amazing
1	rt s o to all my real females followers
1	rt 5 days untill smoke and mirrors happy
1	rt spread the word find out what is in your food and help others ecowed
1	is trynna figure out y these niggas dun gased up my dude
-1	rt fuckery is afoot if you ve gotten an email from ffn admin within the last month esp from this james mofo could you dm me tracing ips
1	huge blast hits afghan capital
1	you are lookin ripped dude always been a gc fan looking 4ward to the new material much respect
1	intend to do that tomorrow
1	please check you are direct message n sms inbox rt bunny ak ud bangun
1	doesn t help me at the moment
1	hahahah of course
-1	shoutout 2 ma charger that jus disapated in thin air jus now just as i needed it
1	sleepy time also photo of the day the background made me
1	naw actually i do the sam thing i wait till after i eat to brush me teeth to me that is the more logical way to do it laugh out loud
1	what comes in that box that box that rocks
1	bahaha do it i brought my sister tickets for her birthday and she asked me to go with her
1	esperanza atlanta a gem from the sport of downhill skiing a gem from the sport of downhill skiing in the spiri
1	well i would not have caught it if you had not said something
1	how short please not too short i love your hair
1	hehe so true i do not know maybe i ll get brave and post some laugh out loud i ve got a few i could probably post within the next few weeks happy
-1	what do you mean left but you still love her right huhu what s wrong with popoy sad
1	wow think i m gonna have to start retouching dark circles from my own eyes can i get away with wearing concealer on the daily
1	it tastes awesome try and tell me later whatcha think about grinning missed you
1	doyouhaveto rock that very  neck jus to show ya babychest tat cumonson yu fiendin
1	i wont be sleeping tonight
1	doesn t know what to do wait in my room until 2 i think soo
1	i need something to read but winglin is under maintenance
1	yea you know me congrats to the pre nom navell rt who s down with role playing games i m back
1	rt complete and utter choas on the streets no power my heart is beatin outta my chest tsunami warnin i am only a mile inland
1	it s so good to know that the hill i live by is really know as depot hill not just rhymes w jigger hill
1	i wish
1	20 miles in 3 00 02
1	rt earthquake 7 0 hit okinawa too apparently that was 5 31 a m local time to japan
1	bring jaebum back now rt read this everyone please
1	rt wesbrook wants to play for the bears how about at sd
1	what about the olimpics netherlands rocks on socks
1	hahahahahaha we need to start a stiffy collection
1	uqhh moms just left me home wid my sisters smhh
1	you   know what i mean
1	rt london follow now he will follow you back
1	can share that with me wink
1	i m gonna upload a video i understand it s no time for entertainment but i m just upload ing
1	done wit this studying biz time to head home to nap and then steppin out
1	air de venecia man that kid can jump
-1	rt oh shit here come some more aftershox sweet jesus and baby jesus chile terremotochile
1	full wend in the studio might as well move in there at the mo looking forward to getting out next wend play some records and party hard
1	oklahoma at live arts md more than ok and its opening departed from the conventional stage filled with chorus
1	thanks for the follow
1	not sure whether this is working properly linking my facebook status to my twitter account
-1	damnit reminding me i might have to hit play on the soon
1	i should try to get something outta this let s wait and see ha
1	photo ilovesleeeep
1	design msi unveils r5870 lightning graphics card with 15 phase power 15 phase power supply designs two 8 pi
1	nowplaying bridging the gap by nas olu dara
1	oh putting breaking dawn in 3d i d love to have edward jacob all up in my face but no 3d it s a romance movie not action
1	rt i wish kelly had a twitter or something so that he could see his birthday page and all of your birthday messages wishes
1	and this onetime at band camp xdd
1	tech blorge upgrading to android 2 1 may not exactly be a painless experience if you own an android phone we ha
1	i only see the memoriess from you   and me honey it s never gonna endsz jj
-1	rt i cry because i love justin bieber
1	rt race day the big one is finally here
1	victoria girl you should follow comedian funny and real will have you   laughin happy
1	um ok my goal is 6 more what about you
1	i hope you re going to share the recipe
-1	well that was starnge and awkward
1	what a game terps beat hokies 104 100 in double ot greivis is a beast
-1	straightlyin man i paid full price for my polo yall tj maxx ass niggaz
1	rt rt somewhererightnow someones eatin mcdonalds in kfc laugh my ass off
1	roll on the floor laughing rt if i see someone tweet about zingled one more time im gonna club a baby seal
1	we re all working i reserved the tank for you so nice right hahah but you do not want see you tmr
1	mornin mornin babe did ya dwnload what sapp yet what s ya plans for this wkend an nx gna arrange a girly nyt mine xxx
1	rt someday we will be together again huhuy i believe
-1	grab my glasses i m out the door i m gonna hit this city lets go
1	ok they re gone i can do some more work sigh
1	be her then rt wish i was her
1	oh my god total same reaction over here from us two grinning
-1	rt i cry because i love justin bieber
1	idontknow i heard that
1	thanks so much for including me in your treasury all the way to the fp of etsy
1	tell carolyn i said hello then remember to pull out
1	i swear they think coupons reduce their paychecks grrrrr why give out rrs then make it so hard to redeem them
1	going to see gaga tonight grinning
1	it s so windy and i m wearing a flouncy skirt so basically i m just flashing everyone on my way to class mlia
1	i am at trying to make my free book but its not letting me add photos hotprints
1	oh gee thanks for changing my brand new password so i could set up another brand new password
-1	tmr gonna repeat again except for the gym part i gave up a super tempting job for shinee im so money deprived ahhh sad
1	hahahah you look wet thanks for the photo mizz
-1	rt thinks that men are asswholes a complete waste of time most of the tyme they are  but tymes they do come in handy
1	margaritas was like jamrock 2night shout out to my nigga killah holdin it down against the wall gha gha
1	one last go otherwise i give up
1	hmmmm i guess hoping classified will come out and sing oh canada is out
-1	be quiet and hold your peace you little know how many mercies lie in the womb of this affliction john flavel
-1	i have that same relationship with cervantes that mother fucker i hateeee fighting him
-1	7 am phone call can i substitute at little girl s school again coming on the heels of tax season and subbing last week i m not pleased
1	first southwestair with kevinsmith now sony with playstation3fat screw fatists
1	pea coats were originally worn by sailors and members of the europeans navy so europen coastal vintage i like
-1	i got an idea of writing a love novel it s kinda depressing by the way
-1	theft on florance monroe memphis tn via spotcrime com theft from motor vehicle
1	back at my house to let piggy outside and to see if the cat will give me some attention then off to visit baby ruth
1	i have no clue but that s good advice laugh out loud
1	makes me fuckn sick that everybody abt 21 and younger think that ke ha started the all so famous 80 s rhyme style that she uses in her song
-1	q im following you happy a stalker much i m rather scared can you see what i m doing too s
1	rt whats meant to be will always find its way
-1	but i imagine to the jack jill set i had missed some common experience that they d all had as well
1	i find it interesting that there still appears to be some level resistance to learning using social media tools schieffer
1	nowplayin pretty boy swag by i loveeeeee dis shyt goes suppa suppa hard
1	rt rt rt in bham please pray for heathers dad
1	there are about 50 people playing they just bunch together i ll be on in a bit if you want to squad up
1	eating some strawberries and trevor just came over wink
1	i did not really think that you and kamy would last being best friends
1	who were you talking to in the last tweet cause there were no
1	rt uknowubroke when you know the mcdonalds dollar menu by heart
1	good shout though i m a sucker for rockstar energy original damn that s good elixir
1	1 i thought i lived in the south 2 i thought march was like basically almost spring 3 why the heck is it snowing
1	rt if they seem like jb fans i m just telling them not to spam spread the word only put it once per tweet soproudofyounickj
1	rt when i read capitals there is a shouting voice in my head omgiknowright
1	y all think it s too early to change my pic for wardrobewednesday
1	can t say it s a surprise egypt score fabio not impressed
-1	ugghhh going to be in so much troublee
1	burning legion the horde successfully attacked the alliance next battle 3 38 am
1	please notice this it was made by a proud belieber not me 29
1	i would have answered your hometown asshole to that last one just for shits and giggles
1	rt rt f a s h i o n yeathatsmyshit you   knw this are  i p mcqueen ledgend
1	rt six sixes in an over 200 runs in odi 10 wickets in an inning max fours in odi max runs in odi and test all records belong to india
1	i really think this past weekend has made me realize something that i never thought possible i think it made us closer than before
